Date,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30
2017-07-31,1.2383,1.3568,1.5258,1.698,1.8541,1.9887,2.1023,2.1977,2.2785,2.3477,2.4081,2.4618,2.5106,2.5556,2.5977,2.6377,2.6761,2.7131,2.749,2.7841,2.8183,2.8517,2.8845,2.9166,2.948,2.9788,3.0089,3.0383,3.0671,3.0953
2017-06-30,1.2608,1.3946,1.5719,1.7465,1.9008,2.0303,2.1368,2.2239,2.2957,2.3557,2.4071,2.4522,2.4929,2.5304,2.5658,2.5998,2.6329,2.6654,2.6976,2.7295,2.7613,2.793,2.8246,2.8561,2.8875,2.9187,2.9496,2.9803,3.0108,3.0409
2017-05-31,1.1887,1.284,1.4557,1.6323,1.7891,1.921,2.0303,2.1216,2.1992,2.2668,2.3273,2.3826,2.4343,2.4832,2.5301,2.5754,2.6193,2.6621,2.7038,2.7445,2.7842,2.823,2.8607,2.8974,2.9332,2.9679,3.0016,3.0344,3.0661,3.0968
2017-04-30,1.1191,1.2783,1.4813,1.677,1.8474,1.9896,2.1063,2.2025,2.2829,2.3517,2.4121,2.4666,2.517,2.5646,2.6104,2.6549,2.6986,2.7416,2.7842,2.8264,2.8682,2.9096,2.9506,2.9912,3.0313,3.0708,3.1097,3.148,3.1856,3.2225
2017-03-31,1.0551,1.2793,1.5407,1.7756,1.9676,2.119,2.2373,2.3308,2.4064,2.4697,2.5245,2.5737,2.6193,2.6627,2.7046,2.7456,2.7862,2.8264,2.8664,2.9062,2.9459,2.9853,3.0244,3.0632,3.1015,3.1394,3.1767,3.2135,3.2497,3.2851
2017-02-28,0.9164,1.2367,1.5201,1.7541,1.9411,2.0886,2.205,2.2979,2.3736,2.437,2.4917,2.5403,2.5848,2.6266,2.6666,2.7054,2.7435,2.7812,2.8185,2.8557,2.8926,2.9294,2.9659,3.0022,3.0382,3.0738,3.1091,3.1438,3.1782,3.2119
2017-01-31,0.8732,1.1985,1.4965,1.7504,1.9586,2.1262,2.2601,2.3674,2.4543,2.5258,2.586,2.6381,2.6844,2.7266,2.766,2.8036,2.84,2.8757,2.9109,2.946,2.981,3.0159,3.0509,3.0859,3.1209,3.1558,3.1906,3.2253,3.2599,3.2942
2016-12-31,0.8977,1.2018,1.5014,1.7631,1.9786,2.1507,2.2864,2.3932,2.478,2.5466,2.6036,2.6523,2.6955,2.7351,2.7724,2.8084,2.8438,2.8791,2.9146,2.9504,2.9867,3.0234,3.0606,3.0981,3.1361,3.1743,3.2127,3.2512,3.2898,3.3284
2016-11-30,0.8564,1.1428,1.434,1.6911,1.9036,2.0738,2.2084,2.3147,2.3997,2.4691,2.5272,2.5776,2.6226,2.6641,2.7035,2.7416,2.7791,2.8164,2.8537,2.8913,2.9291,2.9672,3.0056,3.0442,3.083,3.1218,3.1607,3.1996,3.2383,3.2769
2016-10-31,0.706,0.8705,1.0455,1.2132,1.3657,1.5009,1.6191,1.7224,1.8128,1.8928,1.9642,2.0289,2.0883,2.1435,2.1954,2.2448,2.2921,2.3378,2.3821,2.4254,2.4676,2.509,2.5495,2.5893,2.6284,2.6668,2.7044,2.7413,2.7775,2.813
2016-09-30,0.658,0.7825,0.9247,1.0646,1.1934,1.3084,1.4099,1.4992,1.5785,1.6495,1.714,1.7734,1.8289,1.8812,1.931,1.9789,2.0252,2.0701,2.1138,2.1564,2.198,2.2387,2.2785,2.3173,2.3553,2.3923,2.4285,2.4637,2.4981,2.5315
2016-08-31,0.6638,0.8135,0.9682,1.1106,1.2348,1.3403,1.4292,1.5043,1.5687,1.625,1.6754,1.7217,1.7652,1.8069,1.8475,1.8876,1.9274,1.9672,2.007,2.0469,2.087,2.1271,2.1673,2.2074,2.2474,2.2873,2.3268,2.3661,2.405,2.4434
2016-07-31,0.5699,0.6636,0.791,0.9258,1.0543,1.1703,1.2717,1.359,1.4339,1.4984,1.5547,1.6048,1.6505,1.6933,1.7345,1.7749,1.8154,1.8565,1.8985,1.9417,1.9863,2.0323,2.0798,2.1288,2.1791,2.2307,2.2834,2.3371,2.3918,2.4473
2016-06-30,0.4975,0.5951,0.738,0.8913,1.0372,1.1681,1.2819,1.3793,1.4626,1.5344,1.5972,1.6534,1.705,1.7536,1.8005,1.8467,1.8929,1.9396,1.9872,2.0359,2.0858,2.1369,2.1893,2.2428,2.2974,2.3529,2.4093,2.4664,2.524,2.5821
2016-05-31,0.7182,0.8824,1.0672,1.2454,1.4053,1.5433,1.6601,1.7584,1.8414,1.9125,1.9745,2.03,2.081,2.129,2.1753,2.2209,2.2662,2.3118,2.358,2.405,2.4527,2.5013,2.5507,2.6009,2.6517,2.703,2.7548,2.8069,2.8592,2.9116
2016-04-30,0.5868,0.765,0.9579,1.1446,1.315,1.4658,1.5969,1.7102,1.808,1.8931,1.968,2.0349,2.0957,2.152,2.205,2.2557,2.3049,2.3532,2.4009,2.4483,2.4958,2.5433,2.591,2.6389,2.687,2.7353,2.7837,2.8321,2.8806,2.929
2016-03-31,0.5983,0.7329,0.9011,1.0773,1.2469,1.4026,1.5413,1.6625,1.7676,1.8582,1.9366,2.005,2.0656,2.1201,2.1702,2.2173,2.2625,2.3068,2.3508,2.3952,2.4403,2.4865,2.5341,2.583,2.6335,2.6855,2.739,2.794,2.8504,2.9081
2016-02-29,0.6632,0.7899,0.947,1.111,1.2685,1.413,1.542,1.6554,1.7544,1.8408,1.9166,1.9837,2.044,2.0992,2.1505,2.1991,2.2461,2.292,2.3375,2.383,2.4289,2.4754,2.5226,2.5707,2.6196,2.6694,2.7201,2.7715,2.8237,2.8766
2016-01-31,0.6346,0.8053,0.9984,1.1923,1.3751,1.541,1.6878,1.8159,1.9266,2.0221,2.1047,2.1765,2.2396,2.296,2.3472,2.3946,2.4394,2.4825,2.5246,2.5663,2.6081,2.6504,2.6933,2.7371,2.7818,2.8276,2.8745,2.9224,2.9714,3.0213
2015-12-31,0.7898,1.0755,1.3501,1.5921,1.7961,1.9638,2.1003,2.2112,2.302,2.3775,2.4417,2.4976,2.5477,2.5938,2.6373,2.6793,2.7203,2.761,2.8017,2.8425,2.8836,2.9251,2.9669,3.0091,3.0515,3.0942,3.137,3.1799,3.2228,3.2656
2015-11-30,0.6787,0.9629,1.2408,1.4884,1.6988,1.8734,2.0168,2.1347,2.2324,2.3147,2.3853,2.4473,2.5031,2.5544,2.6027,2.6488,2.6935,2.7373,2.7805,2.8233,2.8659,2.9084,2.9507,2.9929,3.035,3.0769,3.1186,3.16,3.201,3.2418
2015-10-31,0.4605,0.7625,1.0687,1.3427,1.5743,1.7649,1.9203,2.0473,2.1521,2.2401,2.3156,2.3818,2.4413,2.4957,2.5466,2.5948,2.6412,2.686,2.7298,2.7727,2.8148,2.8564,2.8973,2.9377,2.9775,3.0167,3.0554,3.0935,3.131,3.1678
2015-09-30,0.3534,0.6531,0.9378,1.1944,1.4187,1.6115,1.7756,1.9152,2.0341,2.1362,2.2247,2.3025,2.3719,2.4347,2.4924,2.5462,2.5971,2.6458,2.6928,2.7384,2.7831,2.827,2.8703,2.9131,2.9555,2.9975,3.0391,3.0804,3.1213,3.1618
2015-08-31,0.4407,0.7697,1.0907,1.3733,1.6109,1.8068,1.9676,2.1003,2.211,2.3048,2.3857,2.4568,2.5203,2.578,2.6311,2.6805,2.7269,2.7709,2.8127,2.8528,2.8912,2.9282,2.9639,2.9983,3.0315,3.0637,3.0947,3.1248,3.1539,3.182
2015-07-31,0.3515,0.6787,1.0218,1.328,1.5827,1.7877,1.9506,2.0801,2.1844,2.2699,2.3419,2.4044,2.4602,2.5114,2.5596,2.6058,2.6507,2.695,2.7387,2.7823,2.8258,2.8692,2.9125,2.9558,2.999,3.042,3.0847,3.1272,3.1694,3.2111
2015-06-30,0.3184,0.6519,1.0306,1.3759,1.6653,1.8993,2.0862,2.2358,2.3571,2.4572,2.5417,2.6147,2.6793,2.7377,2.7915,2.8418,2.8896,2.9353,2.9794,3.0222,3.0638,3.1045,3.1442,3.1832,3.2213,3.2587,3.2953,3.3311,3.3662,3.4006
2015-05-31,0.2957,0.6313,0.9746,1.2747,1.5224,1.7233,1.8867,2.0215,2.1348,2.2319,2.3169,2.3925,2.4607,2.5231,2.5806,2.634,2.6838,2.7306,2.7746,2.816,2.8552,2.8922,2.9273,2.9605,2.992,3.0219,3.0503,3.0772,3.1028,3.1272
2015-04-30,0.2751,0.6061,0.9406,1.2309,1.4692,1.6614,1.8169,1.9444,2.0507,2.1413,2.2199,2.2893,2.3516,2.4081,2.4598,2.5077,2.5521,2.5936,2.6324,2.669,2.7033,2.7358,2.7664,2.7954,2.8228,2.8488,2.8734,2.8968,2.919,2.9401
2015-03-31,0.293,0.5825,0.906,1.1869,1.4128,1.5909,1.7322,1.8462,1.9404,2.02,2.0888,2.1493,2.2034,2.2523,2.2969,2.3379,2.3758,2.411,2.4438,2.4745,2.5032,2.5301,2.5554,2.5792,2.6016,2.6228,2.6427,2.6616,2.6794,2.6963
2015-02-28,0.2718,0.6618,1.0344,1.3261,1.5442,1.7086,1.8361,1.9385,2.0236,2.0964,2.1601,2.2169,2.2682,2.3148,2.3577,2.3972,2.4337,2.4676,2.4991,2.5285,2.5558,2.5814,2.6054,2.6278,2.6488,2.6685,2.687,2.7044,2.7208,2.7363
2015-01-31,0.2,0.4887,0.7884,1.0312,1.2219,1.3745,1.5,1.6057,1.6961,1.7743,1.8425,1.9023,1.955,2.0017,2.0432,2.0803,2.1135,2.1434,2.1703,2.1948,2.217,2.2373,2.2559,2.273,2.2887,2.3033,2.3167,2.3293,2.3409,2.3518
2014-12-31,0.294,0.7064,1.1185,1.4471,1.6912,1.8696,2.0014,2.1012,2.1795,2.2432,2.2971,2.3442,2.3867,2.4259,2.4627,2.4977,2.5315,2.5641,2.5959,2.6268,2.657,2.6866,2.7155,2.7437,2.7713,2.7982,2.8245,2.8501,2.8751,2.8994
2014-11-30,0.1585,0.4952,0.911,1.2649,1.5416,1.7557,1.9245,2.0611,2.1748,2.2717,2.3559,2.4301,2.4963,2.5558,2.6097,2.6587,2.7035,2.7445,2.7822,2.8169,2.849,2.8786,2.9061,2.9316,2.9554,2.9775,2.9982,3.0175,3.0356,3.0525
2014-10-31,0.1525,0.5385,0.9872,1.3707,1.6728,1.9069,2.0903,2.237,2.3573,2.4582,2.5446,2.6198,2.6861,2.7453,2.7985,2.8467,2.8906,2.9307,2.9675,3.0015,3.0328,3.0618,3.0887,3.1137,3.137,3.1587,3.1791,3.1981,3.216,3.2327
2014-09-30,0.1482,0.617,1.1203,1.5246,1.8308,2.0638,2.2458,2.3922,2.5131,2.6152,2.7028,2.7791,2.846,2.9053,2.9582,3.0055,3.0482,3.0867,3.1216,3.1534,3.1825,3.2091,3.2336,3.2561,3.277,3.2962,3.3141,3.3308,3.3464,3.3609
2014-08-31,0.1197,0.5268,0.9926,1.3768,1.672,1.8986,2.0766,2.2208,2.3409,2.4433,2.5323,2.6106,2.6803,2.7428,2.7992,2.8503,2.8968,2.9392,2.9781,3.0138,3.0466,3.0769,3.1049,3.1308,3.1548,3.1772,3.198,3.2175,3.2357,3.2527
2014-07-31,0.1253,0.5487,1.0534,1.4776,1.8078,2.0634,2.2649,2.4277,2.5623,2.6758,2.773,2.8574,2.9313,2.9965,3.0544,3.1062,3.1527,3.1946,3.2326,3.2671,3.2985,3.3273,3.3537,3.378,3.4004,3.4212,3.4404,3.4584,3.4751,3.4907
2014-06-30,0.1279,0.4543,0.8938,1.3028,1.6474,1.929,2.1584,2.3467,2.5031,2.6346,2.7464,2.8426,2.9259,2.9987,3.0629,3.1197,3.1703,3.2156,3.2565,3.2934,3.3269,3.3574,3.3854,3.4111,3.4347,3.4565,3.4768,3.4956,3.5131,3.5294
2014-05-31,0.0994,0.3852,0.8072,1.2152,1.5659,1.8554,2.0922,2.2865,2.4477,2.583,2.6981,2.7971,2.8832,2.9587,3.0254,3.0848,3.138,3.1858,3.2291,3.2683,3.3041,3.3369,3.3669,3.3946,3.4201,3.4438,3.4657,3.4861,3.5052,3.523
2014-04-30,0.1019,0.4245,0.8904,1.3378,1.7197,2.0318,2.2836,2.4869,2.6525,2.789,2.9028,2.999,3.0811,3.152,3.2139,3.2682,3.3164,3.3593,3.3977,3.4325,3.4639,3.4925,3.5187,3.5427,3.5648,3.5852,3.6041,3.6217,3.638,3.6533
2014-03-31,0.1215,0.4393,0.9157,1.3738,1.764,2.0826,2.3399,2.5483,2.7188,2.86,2.9785,3.079,3.1653,3.2401,3.3056,3.3632,3.4144,3.4601,3.5012,3.5382,3.5718,3.6024,3.6304,3.6561,3.6797,3.7016,3.7218,3.7406,3.7582,3.7745
2014-02-28,0.122,0.3393,0.7286,1.1484,1.5398,1.8826,2.1744,2.4197,2.625,2.797,2.9418,3.0643,3.1684,3.2576,3.3343,3.4007,3.4584,3.5087,3.5528,3.5916,3.6258,3.656,3.6828,3.7066,3.7277,3.7466,3.7634,3.7784,3.7919,3.804
2014-01-31,0.1312,0.3475,0.7256,1.1386,1.5297,1.8773,2.1764,2.4299,2.6431,2.8219,2.9722,3.0986,3.2055,3.2961,3.3732,3.4391,3.4956,3.5442,3.5861,3.6223,3.6537,3.681,3.7047,3.7254,3.7435,3.7592,3.773,3.7851,3.7957,3.805
2013-12-31,0.1511,0.3953,0.8306,1.3095,1.7627,2.1628,2.5029,2.7859,3.0189,3.2097,3.3658,3.494,3.5996,3.6873,3.7606,3.8225,3.8751,3.9203,3.9594,3.9936,4.0238,4.0505,4.0745,4.0961,4.1157,4.1335,4.1498,4.1649,4.1787,4.1916
2013-11-30,0.148,0.2899,0.6064,0.9963,1.3998,1.784,2.1323,2.4385,2.702,2.9255,3.113,3.2694,3.3992,3.5068,3.5959,3.6699,3.7314,3.7829,3.8262,3.8628,3.894,3.9208,3.944,3.9642,3.9821,3.9979,4.0121,4.0249,4.0365,4.0471
2013-10-31,0.1388,0.3178,0.6224,0.977,1.3373,1.6787,1.9889,2.2636,2.5023,2.7075,2.8825,3.031,3.1568,3.2633,3.3537,3.4306,3.4964,3.5528,3.6016,3.644,3.6812,3.7139,3.743,3.7689,3.7923,3.8134,3.8326,3.8502,3.8663,3.8813
2013-09-30,0.1231,0.3385,0.6743,1.0492,1.4196,1.7636,2.0722,2.3432,2.5781,2.78,2.9528,3.1003,3.2262,3.3336,3.4255,3.5041,3.5716,3.6297,3.6798,3.7232,3.7608,3.7936,3.8223,3.8474,3.8695,3.889,3.9063,3.9216,3.9353,3.9475
2013-08-31,0.155,0.4277,0.8292,1.2502,1.6428,1.9898,2.2881,2.5411,2.7545,2.934,3.0851,3.2125,3.3203,3.4116,3.4892,3.5551,3.6113,3.6592,3.6999,3.7347,3.7642,3.7892,3.8104,3.8282,3.8431,3.8554,3.8656,3.8739,3.8805,3.8857
2013-07-31,0.1372,0.3253,0.6514,1.0228,1.3913,1.7338,2.0409,2.3106,2.5445,2.7457,2.918,3.0652,3.1905,3.2971,3.3875,3.4641,3.5288,3.5832,3.6288,3.6668,3.6982,3.7238,3.7445,3.7609,3.7736,3.783,3.7896,3.7937,3.7958,3.796
2013-06-30,0.1925,0.3866,0.7144,1.071,1.4126,1.7231,1.9989,2.2414,2.4536,2.639,2.8007,2.9416,3.0642,3.1706,3.2626,3.3417,3.4092,3.4664,3.5144,3.5539,3.5859,3.6112,3.6303,3.6439,3.6525,3.6567,3.6569,3.6534,3.6467,3.6371
2013-05-31,0.1652,0.3179,0.5347,0.7865,1.0529,1.3195,1.577,1.8192,2.0427,2.2458,2.4279,2.5896,2.7317,2.8557,2.963,3.0552,3.1339,3.2006,3.2567,3.3035,3.3423,3.3742,3.4001,3.4208,3.4372,3.4499,3.4595,3.4665,3.4712,3.4742
2013-04-30,0.1514,0.2005,0.3215,0.4902,0.688,0.901,1.1187,1.3337,1.5405,1.7356,1.9167,2.0825,2.2324,2.3664,2.4851,2.589,2.679,2.7561,2.8214,2.8758,2.9205,2.9564,2.9844,3.0056,3.0206,3.0302,3.0352,3.0361,3.0336,3.0281
2013-03-31,0.177,0.2398,0.3785,0.5669,0.785,1.0179,1.2546,1.487,1.7097,1.919,2.1125,2.2889,2.448,2.5897,2.7147,2.8237,2.9178,2.9981,3.0658,3.1219,3.1677,3.2042,3.2325,3.2535,3.2682,3.2772,3.2814,3.2815,3.278,3.2715
2013-02-28,0.1854,0.2325,0.3689,0.5622,0.7886,1.0305,1.2753,1.5141,1.741,1.9523,2.1457,2.3204,2.4761,2.6134,2.7332,2.8365,2.9247,2.9991,3.061,3.1117,3.1526,3.1848,3.2094,3.2273,3.2395,3.2468,3.2499,3.2494,3.2459,3.24
2013-01-31,0.1766,0.2619,0.4311,0.6507,0.8965,1.1513,1.4032,1.6442,1.8695,2.076,2.2626,2.4289,2.5756,2.7035,2.8141,2.9088,2.989,3.0564,3.1123,3.1581,3.1952,3.2246,3.2474,3.2646,3.2769,3.2852,3.2901,3.2921,3.2917,3.2894
2012-12-31,0.1943,0.2485,0.3756,0.5505,0.7539,0.9715,1.1928,1.4102,1.6183,1.8137,1.9941,2.1585,2.3063,2.4378,2.5536,2.6543,2.741,2.8147,2.8765,2.9276,2.969,3.0017,3.0268,3.0451,3.0575,3.0648,3.0675,3.0665,3.0622,3.0551
2012-11-30,0.218,0.2385,0.3342,0.4807,0.6592,0.8555,1.0591,1.2621,1.459,1.6459,1.8204,1.9809,2.1267,2.2578,2.3742,2.4768,2.5661,2.643,2.7086,2.7637,2.8094,2.8465,2.876,2.8987,2.9155,2.9269,2.9338,2.9367,2.9361,2.9326
2012-10-31,0.2217,0.281,0.4038,0.5687,0.7593,0.9631,1.1708,1.3756,1.5726,1.7585,1.931,2.0891,2.2321,2.3601,2.4733,2.5725,2.6582,2.7316,2.7934,2.8447,2.8865,2.9197,2.9452,2.9638,2.9764,2.9836,2.9862,2.9848,2.9798,2.9719
2012-09-30,0.2013,0.2207,0.318,0.4682,0.6522,0.8553,1.0663,1.2771,1.4818,1.676,1.8572,2.0236,2.1744,2.3092,2.4284,2.5323,2.6218,2.6979,2.7613,2.8133,2.8547,2.8867,2.9102,2.9262,2.9354,2.9388,2.937,2.9308,2.9207,2.9074
2012-08-31,0.1966,0.2111,0.3058,0.4535,0.6335,0.8307,1.0336,1.2345,1.4275,1.6092,1.7771,1.9302,2.0678,2.1903,2.298,2.3917,2.4724,2.5412,2.599,2.647,2.6861,2.7173,2.7417,2.7599,2.7728,2.7811,2.7855,2.7864,2.7845,2.7801
2012-07-31,0.1843,0.2125,0.3105,0.4547,0.6273,0.8146,1.007,1.1971,1.3799,1.5522,1.7117,1.8574,1.9887,2.1057,2.2089,2.2989,2.3765,2.4426,2.4983,2.5444,2.582,2.612,2.6351,2.6523,2.6642,2.6715,2.6749,2.6748,2.6719,2.6665
2012-06-30,0.259,0.3214,0.4387,0.593,0.7704,0.9602,1.154,1.3459,1.5314,1.7073,1.8715,2.0227,2.1603,2.2841,2.3941,2.4909,2.575,2.6471,2.7081,2.7588,2.8,2.8327,2.8575,2.8754,2.887,2.893,2.8942,2.8911,2.8842,2.874
2012-05-31,0.2379,0.2797,0.3844,0.5308,0.7026,0.8878,1.0771,1.2642,1.4443,1.6145,1.7728,1.918,2.0498,2.1682,2.2734,2.3662,2.4473,2.5174,2.5776,2.6286,2.6714,2.7068,2.7356,2.7585,2.7763,2.7895,2.7987,2.8046,2.8074,2.8078
2012-04-30,0.21,0.2669,0.4153,0.6202,0.8562,1.1051,1.3539,1.5941,1.8202,2.0288,2.2181,2.3878,2.538,2.6697,2.784,2.8822,2.9659,3.0364,3.0953,3.1438,3.1833,3.2148,3.2396,3.2585,3.2723,3.2819,3.2878,3.2908,3.2911,3.2894
2012-03-31,0.2351,0.353,0.5569,0.8098,1.0854,1.3655,1.6378,1.8947,2.1315,2.3459,2.537,2.7054,2.852,2.9783,3.086,3.177,3.253,3.3159,3.3672,3.4085,3.4412,3.4664,3.4854,3.499,3.5082,3.5136,3.516,3.5158,3.5135,3.5095
2012-02-29,0.2128,0.2954,0.4576,0.6686,0.9056,1.1525,1.3977,1.6333,1.8544,2.0579,2.2424,2.4072,2.5529,2.6801,2.79,2.8839,2.9633,3.0296,3.0841,3.1282,3.1632,3.1903,3.2104,3.2246,3.2337,3.2385,3.2396,3.2377,3.2332,3.2267
2012-01-31,0.1551,0.1883,0.3205,0.5145,0.7432,0.9872,1.2327,1.4706,1.6946,1.9013,2.0886,2.2561,2.4039,2.5327,2.6439,2.7387,2.8187,2.8853,2.94,2.9843,3.0194,3.0465,3.0667,3.0811,3.0904,3.0955,3.097,3.0956,3.0917,3.0858
2011-12-31,0.1493,0.2425,0.4165,0.6365,0.8778,1.1237,1.363,1.5886,1.7963,1.9843,2.1518,2.2994,2.4279,2.5388,2.6337,2.7141,2.7817,2.838,2.8845,2.9225,2.9531,2.9776,2.9967,3.0113,3.0222,3.03,3.0351,3.038,3.0393,3.039
2011-11-30,0.1573,0.2476,0.447,0.7041,0.9846,1.2663,1.5354,1.784,2.008,2.2063,2.3791,2.528,2.6549,2.762,2.8518,2.9265,2.988,3.0384,3.0794,3.1124,3.1388,3.1596,3.1759,3.1884,3.1979,3.2048,3.2097,3.213,3.215,3.2159
2011-10-31,0.1628,0.2454,0.4511,0.7216,1.0185,1.3168,1.6013,1.8634,2.0988,2.3063,2.4865,2.641,2.772,2.8822,2.974,3.0499,3.1122,3.1629,3.2039,3.2367,3.2628,3.2832,3.299,3.3111,3.3201,3.3266,3.3311,3.3341,3.3357,3.3364
2011-09-30,0.1739,0.2853,0.4734,0.7037,0.9519,1.2019,1.443,1.6685,1.875,2.0606,2.2253,2.3696,2.4947,2.6022,2.6937,2.7711,2.8358,2.8896,2.9339,2.97,2.9991,3.0222,3.0403,3.0542,3.0645,3.0718,3.0767,3.0797,3.081,3.0809
2011-08-31,0.1314,0.1896,0.3866,0.6606,0.9702,1.2882,1.5976,1.8882,2.1548,2.3951,2.609,2.7975,2.9625,3.1061,3.2307,3.3385,3.4316,3.5121,3.5815,3.6416,3.6937,3.7389,3.7783,3.8128,3.843,3.8697,3.8934,3.9145,3.9333,3.9503
2011-07-31,0.2606,0.3378,0.5963,0.9487,1.3384,1.7299,2.1021,2.4436,2.749,3.0174,3.25,3.4494,3.619,3.7622,3.8825,3.9833,4.0673,4.1374,4.1956,4.2441,4.2844,4.318,4.346,4.3694,4.3891,4.4057,4.4198,4.4318,4.442,4.4509
2011-06-30,0.2215,0.481,0.8699,1.3096,1.7521,2.1704,2.5506,2.8872,3.1796,3.4302,3.6429,3.8222,3.9724,4.0979,4.2027,4.29,4.3628,4.4237,4.4748,4.5178,4.5542,4.5852,4.6117,4.6346,4.6544,4.6718,4.6871,4.7007,4.7129,4.7238
2011-05-31,0.2054,0.4419,0.8166,1.2432,1.6716,2.0741,2.4375,2.7573,3.0338,3.27,3.4703,3.6393,3.7816,3.9013,4.0022,4.0875,4.1598,4.2216,4.2745,4.3203,4.36,4.3949,4.4256,4.453,4.4774,4.4995,4.5194,4.5377,4.5544,4.5697
2011-04-30,0.2402,0.5807,1.0406,1.5228,1.9799,2.3918,2.7524,3.063,3.3279,3.5526,3.7426,3.9032,4.0387,4.1532,4.2499,4.3315,4.4004,4.4585,4.5075,4.5487,4.5832,4.6121,4.6361,4.6559,4.6722,4.6854,4.696,4.7044,4.7108,4.7156
2011-03-31,0.332,0.7771,1.3029,1.8066,2.2544,2.6408,2.9707,3.252,3.4921,3.6977,3.8743,4.0264,4.1574,4.2702,4.3673,4.4505,4.5216,4.5819,4.6327,4.675,4.7097,4.7376,4.7595,4.776,4.7876,4.7949,4.7983,4.7982,4.795,4.7891
2011-02-28,0.2846,0.6618,1.1721,1.6821,2.1436,2.5445,2.8872,3.1787,3.4268,3.6385,3.8198,3.9754,4.1092,4.2244,4.3235,4.4086,4.4815,4.5438,4.5965,4.6408,4.6777,4.708,4.7324,4.7515,4.7658,4.776,4.7824,4.7855,4.7856,4.783
2011-01-31,0.2831,0.5544,0.9969,1.4862,1.9616,2.3962,2.7809,3.1154,3.4031,3.6494,3.8593,4.0381,4.1901,4.3193,4.4287,4.5214,4.5996,4.6653,4.7203,4.7658,4.8033,4.8337,4.858,4.8769,4.8911,4.9013,4.9079,4.9115,4.9123,4.9108
2010-12-31,0.3033,0.5956,1.0605,1.5529,2.0129,2.4201,2.7719,3.0724,3.3279,3.5448,3.7289,3.8852,4.0179,4.1302,4.2252,4.305,4.3718,4.4272,4.4726,4.5093,4.5383,4.5606,4.5769,4.588,4.5945,4.5969,4.5958,4.5916,4.5846,4.5752
2010-11-30,0.2991,0.4523,0.7476,1.1077,1.4857,1.8542,2.1983,2.511,2.7899,3.0356,3.25,3.4359,3.5963,3.7343,3.8526,3.954,4.0408,4.1149,4.1782,4.2323,4.2785,4.318,4.3516,4.3804,4.4049,4.4259,4.4437,4.459,4.472,4.483
2010-10-31,0.2423,0.2932,0.5304,0.864,1.236,1.6109,1.9678,2.2955,2.5894,2.8482,3.0736,3.2679,3.4345,3.5767,3.6978,3.8008,3.8884,3.9631,4.0268,4.0814,4.1283,4.1689,4.2042,4.2349,4.262,4.2859,4.3072,4.3263,4.3435,4.3591
2010-09-30,0.278,0.3917,0.6503,0.9771,1.3243,1.6635,1.9793,2.264,2.5154,2.7339,2.9219,3.0825,3.2189,3.3344,3.4321,3.5148,3.5848,3.6443,3.6951,3.7385,3.7759,3.8083,3.8364,3.8612,3.883,3.9024,3.9197,3.9354,3.9495,3.9624
2010-08-31,0.2973,0.4487,0.7211,1.0444,1.3768,1.6943,1.9848,2.2431,2.4687,2.663,2.829,2.97,3.0893,3.1902,3.2756,3.348,3.4096,3.4623,3.5074,3.5465,3.5804,3.6101,3.6363,3.6595,3.6802,3.6989,3.7157,3.7311,3.7451,3.7581
2010-07-31,0.318,0.5048,0.8423,1.2411,1.648,2.0332,2.3817,2.6877,2.9508,3.1736,3.3602,3.5151,3.643,3.7482,3.8344,3.905,3.9629,4.0104,4.0495,4.0818,4.1086,4.131,4.1499,4.1658,4.1795,4.1913,4.2015,4.2105,4.2184,4.2255
2010-06-30,0.3474,0.6085,1.0034,1.4293,1.8368,2.205,2.5274,2.8048,3.0407,3.24,3.4075,3.5478,3.6647,3.7617,3.8417,3.9072,3.9603,4.0028,4.0361,4.0617,4.0805,4.0936,4.1017,4.1056,4.1058,4.103,4.0974,4.0897,4.08,4.0687
2010-05-31,0.4127,0.7839,1.2604,1.7409,2.1819,2.5682,2.8984,3.1767,3.4094,3.6032,3.764,3.8971,4.0069,4.0972,4.1711,4.2312,4.2796,4.3181,4.3482,4.3711,4.388,4.3997,4.407,4.4106,4.4111,4.4088,4.4044,4.398,4.3901,4.3809
2010-04-30,0.4595,0.9489,1.4901,2.0092,2.4749,2.8777,3.2186,3.5033,3.7391,3.9333,4.0926,4.2228,4.3289,4.415,4.4846,4.5404,4.5849,4.6199,4.6471,4.6678,4.6831,4.6939,4.7011,4.7051,4.7066,4.7061,4.7038,4.7002,4.6954,4.6898
2010-03-31,0.4409,0.9996,1.578,2.1203,2.6032,3.0203,3.3739,3.6699,3.9157,4.1186,4.2851,4.4211,4.5318,4.6213,4.6932,4.7505,4.7957,4.8307,4.8574,4.8771,4.891,4.9002,4.9054,4.9073,4.9066,4.9037,4.899,4.8929,4.8856,4.8774
