Date,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30
2010-02-28,0.3479,0.8023,1.325,1.8493,2.3383,2.7745,3.1518,3.4708,3.7359,3.9532,4.1292,4.2704,4.3827,4.4712,4.5405,4.5943,4.6358,4.6675,4.6914,4.7093,4.7226,4.7322,4.739,4.7436,4.7467,4.7485,4.7493,4.7495,4.7492,4.7486
2010-01-31,0.3272,0.82,1.3629,1.8948,2.3833,2.8141,3.1831,3.4927,3.7481,3.9561,4.1236,4.2571,4.3627,4.4455,4.5099,4.5597,4.5979,4.6268,4.6486,4.6648,4.6767,4.6852,4.6912,4.6952,4.6978,4.6993,4.6999,4.7,4.6996,4.6989
2009-12-31,0.5461,1.1416,1.7052,2.2213,2.6824,3.0863,3.4343,3.7299,3.9776,4.1824,4.3497,4.4843,4.5909,4.6738,4.7368,4.7831,4.8157,4.837,4.8493,4.8541,4.8531,4.8475,4.8384,4.8265,4.8127,4.7974,4.7811,4.7642,4.7469,4.7296
2009-11-30,0.2747,0.6443,1.1007,1.5742,2.0255,2.4344,2.7927,3.0994,3.3572,3.5711,3.7466,3.8893,4.0046,4.0972,4.1712,4.2301,4.2769,4.3139,4.3431,4.3662,4.3845,4.3988,4.4102,4.4192,4.4263,4.432,4.4366,4.4402,4.4432,4.4456
2009-10-31,0.3891,0.9053,1.4207,1.9066,2.3477,2.7371,3.0735,3.3591,3.5979,3.7947,3.9547,4.083,4.1845,4.2634,4.3236,4.3684,4.4006,4.4227,4.4366,4.4441,4.4466,4.4451,4.4407,4.434,4.4257,4.4161,4.4058,4.3951,4.384,4.3728
2009-09-30,0.4204,0.9265,1.4327,1.9088,2.3387,2.7157,3.0385,3.3096,3.5334,3.715,3.8599,3.9736,4.0609,4.1263,4.1737,4.2064,4.2273,4.2389,4.2431,4.2416,4.2357,4.2266,4.215,4.2017,4.1873,4.1722,4.1567,4.141,4.1255,4.1102
2009-08-31,0.4501,0.9684,1.4905,1.9836,2.43,2.8217,3.1574,3.4391,3.6713,3.8593,4.0088,4.1254,4.2142,4.28,4.3269,4.3584,4.3775,4.3868,4.3883,4.384,4.3751,4.3628,4.3481,4.3318,4.3143,4.2961,4.2776,4.2591,4.2408,4.2228
2009-07-31,0.5462,1.1102,1.6408,2.1253,2.5577,2.9363,3.2624,3.5392,3.7706,3.9615,4.1164,4.2399,4.3364,4.4098,4.4638,4.5014,4.5254,4.5383,4.5422,4.5387,4.5294,4.5156,4.4982,4.4783,4.4564,4.4331,4.409,4.3845,4.3597,4.3351
2009-06-30,0.5577,1.0906,1.624,2.1257,2.5784,2.9746,3.3132,3.5968,3.83,4.0184,4.168,4.2843,4.3727,4.4379,4.4841,4.515,4.5335,4.5422,4.5432,4.5384,4.5291,4.5165,4.5014,4.4848,4.467,4.4486,4.43,4.4113,4.3929,4.3748
2009-05-31,0.4912,0.9107,1.3924,1.8842,2.3541,2.7837,3.1639,3.4918,3.7683,3.9965,4.1809,4.3265,4.4385,4.5218,4.5808,4.6197,4.642,4.6509,4.6491,4.6387,4.6219,4.6,4.5744,4.5462,4.5162,4.4851,4.4535,4.4217,4.3902,4.3591
2009-04-30,0.5169,0.9121,1.3237,1.7324,2.1247,2.4916,2.8274,3.129,3.3954,3.6265,3.8236,3.9885,4.1234,4.2307,4.3129,4.3727,4.4124,4.4344,4.4411,4.4343,4.4161,4.3881,4.352,4.309,4.2604,4.2072,4.1506,4.0912,4.0298,3.967
2009-03-31,0.5716,0.7751,1.0661,1.3998,1.7454,2.0824,2.3977,2.6836,2.9364,3.1547,3.3393,3.4919,3.615,3.7113,3.7838,3.8356,3.8692,3.8874,3.8926,3.8868,3.8721,3.85,3.822,3.7894,3.7533,3.7145,3.6738,3.6319,3.5893,3.5464
2009-02-28,0.7238,0.9618,1.3135,1.7159,2.1273,2.5209,2.8806,3.198,3.4695,3.6952,3.8771,4.0187,4.124,4.1974,4.2432,4.2655,4.268,4.2543,4.2272,4.1895,4.1435,4.091,4.0339,3.9734,3.9108,3.8469,3.7825,3.7183,3.6547,3.5922
2009-01-31,0.5447,0.8164,1.1806,1.5855,1.9961,2.3891,2.7499,3.0704,3.3469,3.5787,3.7672,3.9152,4.0261,4.1038,4.1521,4.175,4.176,4.1587,4.126,4.0807,4.0253,3.9618,3.8921,3.8178,3.7403,3.6606,3.5798,3.4985,3.4175,3.3372
2008-12-31,0.385,0.5713,0.8642,1.2057,1.5568,1.8928,2.1988,2.4668,2.6936,2.8791,3.0252,3.1351,3.2125,3.2614,3.2857,3.2892,3.2752,3.2471,3.2074,3.1587,3.103,3.0421,2.9775,2.9104,2.8419,2.7728,2.7038,2.6354,2.5681,2.5021
2008-11-30,0.7711,0.778,1.0588,1.472,1.9281,2.373,2.7763,3.1234,3.4093,3.6351,3.8053,3.9261,4.0044,4.0469,4.0601,4.0496,4.0204,3.977,3.9228,3.8608,3.7936,3.723,3.6505,3.5776,3.5049,3.4333,3.3633,3.2953,3.2294,3.166
2008-10-31,1.3325,1.4104,1.7918,2.3117,2.8675,3.398,3.8702,4.2686,4.5895,4.8355,5.0132,5.1309,5.1974,5.2213,5.2106,5.1723,5.1125,5.0366,4.9488,4.8527,4.7513,4.6468,4.5412,4.4358,4.3317,4.2298,4.1305,4.0344,3.9416,3.8523
2008-09-30,1.7961,1.988,2.2865,2.629,2.9759,3.303,3.5969,3.8515,4.0652,4.2394,4.3768,4.4815,4.5574,4.6088,4.6395,4.653,4.6526,4.6409,4.6204,4.5931,4.5606,4.5244,4.4856,4.4451,4.4037,4.362,4.3204,4.2793,4.239,4.1996
2008-08-31,2.1327,2.3386,2.5768,2.8286,3.0806,3.3233,3.5504,3.7579,3.9437,4.1067,4.247,4.3653,4.4627,4.5406,4.6007,4.6445,4.6738,4.6901,4.695,4.69,4.6764,4.6554,4.6282,4.5959,4.5592,4.519,4.4761,4.431,4.3842,4.3364
2008-07-31,2.1903,2.4724,2.7498,3.0168,3.2694,3.505,3.7215,3.9181,4.0943,4.2501,4.386,4.5027,4.601,4.682,4.7467,4.7964,4.8321,4.8551,4.8664,4.8672,4.8585,4.8414,4.8167,4.7853,4.7481,4.7058,4.6591,4.6086,4.5549,4.4986
2008-06-30,2.2955,2.597,2.8781,3.138,3.3763,3.5931,3.7888,3.9638,4.119,4.2552,4.3734,4.4746,4.5599,4.6302,4.6868,4.7305,4.7624,4.7836,4.7949,4.7973,4.7915,4.7784,4.7588,4.7333,4.7025,4.6672,4.6278,4.5849,4.539,4.4904
2008-05-31,2.2514,2.6018,2.9188,3.2045,3.461,3.6905,3.8949,4.0759,4.2352,4.3746,4.4955,4.5994,4.6876,4.7613,4.8219,4.8703,4.9076,4.9347,4.9527,4.9622,4.9641,4.9591,4.9479,4.9311,4.9092,4.8828,4.8524,4.8184,4.7813,4.7413
2008-04-30,1.9032,2.21,2.5067,2.7891,3.0541,3.2998,3.5249,3.7291,3.9121,4.0743,4.2164,4.3392,4.4436,4.5308,4.6017,4.6578,4.6999,4.7294,4.7474,4.7548,4.7527,4.7422,4.724,4.6991,4.6682,4.6321,4.5914,4.5468,4.4988,4.4479
2008-03-31,1.4636,1.6041,1.8392,2.1278,2.4402,2.7553,3.0588,3.3414,3.5974,3.8236,4.019,4.1839,4.3194,4.4274,4.51,4.5694,4.6082,4.6286,4.633,4.6233,4.6016,4.5697,4.5292,4.4816,4.4281,4.3699,4.308,4.2434,4.1766,4.1085
2008-02-29,1.6168,1.6214,1.8822,2.2242,2.5738,2.9017,3.1974,3.4588,3.6868,3.8837,4.0521,4.1948,4.3142,4.4127,4.4923,4.5552,4.603,4.6373,4.6597,4.6713,4.6736,4.6674,4.6538,4.6337,4.6079,4.5771,4.542,4.5031,4.461,4.4162
2008-01-31,2.1363,2.1475,2.3194,2.5666,2.8393,3.1092,3.3612,3.5881,3.7872,3.9585,4.1032,4.2234,4.3216,4.4,4.4609,4.5064,4.5384,4.5588,4.569,4.5704,4.5642,4.5516,4.5334,4.5105,4.4837,4.4535,4.4206,4.3854,4.3483,4.3098
2007-12-31,3.2102,3.0303,3.0733,3.2294,3.4322,3.6432,3.8412,4.0162,4.1644,4.2859,4.3827,4.4578,4.5143,4.5554,4.5838,4.6022,4.6127,4.6169,4.6164,4.6123,4.6056,4.597,4.5872,4.5765,4.5653,4.5539,4.5424,4.5311,4.52,4.5092
2007-11-30,3.1942,3.0362,3.0841,3.2343,3.4252,3.6215,3.8045,3.9655,4.1016,4.2134,4.303,4.3733,4.4273,4.4679,4.4976,4.5187,4.5331,4.5422,4.5472,4.5493,4.5491,4.5472,4.5442,4.5404,4.536,4.5313,4.5264,4.5215,4.5166,4.5118
2007-10-31,4.0285,3.9101,3.9112,3.9806,4.0846,4.2016,4.3181,4.4263,4.5223,4.6042,4.672,4.7264,4.7687,4.8003,4.8227,4.8374,4.8456,4.8487,4.8475,4.843,4.836,4.8271,4.8167,4.8054,4.7933,4.7809,4.7684,4.7558,4.7433,4.731
2007-09-30,4.0275,3.9578,3.9834,4.065,4.1752,4.2961,4.416,4.5278,4.6274,4.713,4.7841,4.8413,4.8853,4.9177,4.9396,4.9526,4.958,4.957,4.9508,4.9403,4.9265,4.9101,4.8917,4.8718,4.851,4.8295,4.8077,4.7858,4.7641,4.7426
2007-08-31,4.2885,4.151,4.1143,4.1426,4.2101,4.2986,4.3955,4.4922,4.5832,4.6652,4.7365,4.7964,4.8448,4.8822,4.9096,4.9278,4.9378,4.9407,4.9376,4.9292,4.9165,4.9002,4.8811,4.8597,4.8366,4.8121,4.7868,4.7609,4.7346,4.7083
2007-07-31,4.7404,4.5331,4.4761,4.4933,4.5452,4.611,4.6795,4.745,4.8046,4.8569,4.9014,4.9382,4.9676,4.9901,5.0063,5.0165,5.0216,5.0218,5.0179,5.0102,4.9992,4.9854,4.969,4.9504,4.9299,4.9078,4.8844,4.8599,4.8344,4.8082
2007-06-30,4.9173,4.8475,4.8202,4.8233,4.8474,4.8848,4.9296,4.9775,5.0251,5.0699,5.1103,5.1451,5.1736,5.1955,5.2105,5.2188,5.2205,5.2159,5.2053,5.1892,5.168,5.142,5.1116,5.0774,5.0397,4.9988,4.9551,4.9089,4.8606,4.8105
2007-05-31,4.9679,4.8813,4.8154,4.7781,4.768,4.7797,4.807,4.8441,4.8861,4.9292,4.9705,5.0081,5.0405,5.067,5.087,5.1004,5.1072,5.1077,5.102,5.0906,5.0738,5.0521,5.0259,4.9955,4.9614,4.924,4.8836,4.8406,4.7953,4.748
2007-04-30,4.8408,4.575,4.4561,4.4212,4.4333,4.4707,4.5204,4.5744,4.6283,4.6793,4.7258,4.7671,4.8029,4.8331,4.8578,4.8773,4.8919,4.902,4.9078,4.9097,4.908,4.9032,4.8954,4.8851,4.8724,4.8576,4.8409,4.8227,4.803,4.7821
2007-03-31,4.8309,4.5896,4.4797,4.4481,4.4619,4.5009,4.5524,4.6086,4.6648,4.718,4.7667,4.8098,4.8471,4.8783,4.9037,4.9235,4.9379,4.9474,4.9523,4.953,4.9499,4.9432,4.9335,4.9208,4.9057,4.8883,4.8689,4.8478,4.8251,4.8011
2007-02-28,4.8384,4.6016,4.4811,4.4327,4.4281,4.4491,4.484,4.5253,4.5682,4.6097,4.6481,4.6822,4.7115,4.7358,4.755,4.7694,4.7792,4.7846,4.786,4.7836,4.7778,4.7689,4.7573,4.7431,4.7267,4.7083,4.6881,4.6664,4.6434,4.6192
2007-01-31,5.0035,4.8697,4.7881,4.7453,4.7307,4.736,4.7547,4.782,4.8139,4.8476,4.881,4.9124,4.9407,4.9651,4.9851,5.0005,5.011,5.0167,5.0176,5.0139,5.0058,4.9935,4.9772,4.9573,4.934,4.9075,4.8781,4.846,4.8116,4.7751
2006-12-31,4.953,4.7738,4.6687,4.6164,4.6006,4.6094,4.634,4.6676,4.7056,4.7444,4.7816,4.8155,4.8448,4.869,4.8876,4.9004,4.9074,4.9089,4.9049,4.8958,4.882,4.8636,4.8411,4.8148,4.785,4.7521,4.7165,4.6783,4.6378,4.5954
2006-11-30,4.8173,4.5687,4.4336,4.3708,4.3532,4.363,4.3887,4.4226,4.4596,4.4965,4.5314,4.5629,4.5904,4.6135,4.6321,4.6462,4.656,4.6618,4.6637,4.662,4.657,4.6491,4.6384,4.6253,4.6099,4.5926,4.5735,4.5528,4.5308,4.5076
2006-10-31,4.8797,4.6572,4.5426,4.4947,4.4872,4.5034,4.5327,4.5683,4.6057,4.6423,4.6765,4.7071,4.7338,4.7563,4.7745,4.7886,4.7987,4.8051,4.808,4.8077,4.8044,4.7984,4.79,4.7793,4.7667,4.7523,4.7363,4.7189,4.7003,4.6807
2006-09-30,4.8775,4.6603,4.552,4.5101,4.5077,4.5282,4.5609,4.5991,4.6385,4.6766,4.7119,4.7433,4.7705,4.7933,4.8117,4.8258,4.8359,4.8422,4.845,4.8445,4.841,4.8348,4.8262,4.8153,4.8025,4.7879,4.7718,4.7543,4.7356,4.7158
2006-08-31,4.9509,4.7425,4.6434,4.6089,4.6118,4.6355,4.6697,4.7084,4.7477,4.7853,4.8199,4.8507,4.8774,4.9,4.9184,4.9328,4.9434,4.9505,4.9544,4.9552,4.9532,4.9488,4.9421,4.9334,4.9228,4.9106,4.8969,4.882,4.866,4.849
2006-07-31,5.0645,4.9342,4.8593,4.827,4.8258,4.8462,4.8803,4.9221,4.9671,5.0117,5.0536,5.091,5.1229,5.1485,5.1675,5.1798,5.1856,5.1849,5.1782,5.1658,5.1481,5.1254,5.0982,5.067,5.0321,4.9938,4.9526,4.9088,4.8627,4.8146
2006-06-30,5.2101,5.1304,5.0576,5.0167,5.0076,5.0223,5.0523,5.0903,5.131,5.1707,5.207,5.2384,5.2643,5.2841,5.298,5.306,5.3085,5.3057,5.2982,5.2863,5.2704,5.251,5.2284,5.2029,5.175,5.1449,5.113,5.0794,5.0445,5.0085
2006-05-31,5.0399,5.0028,4.9668,4.9502,4.9563,4.9818,5.0213,5.0692,5.1206,5.1718,5.22,5.2631,5.2999,5.3295,5.3517,5.3664,5.3736,5.3737,5.367,5.3541,5.3352,5.3111,5.282,5.2485,5.211,5.17,5.1259,5.079,5.0297,4.9783
2006-04-30,4.8822,4.8381,4.8209,4.8283,4.8554,4.8968,4.9474,5.0027,5.0591,5.1138,5.1648,5.2105,5.25,5.2827,5.3084,5.3269,5.3384,5.3431,5.3414,5.3335,5.32,5.3012,5.2775,5.2494,5.2173,5.1816,5.1427,5.1008,5.0565,5.0098
2006-03-31,4.8263,4.8103,4.7813,4.7624,4.7603,4.7745,4.8014,4.8368,4.8765,4.9172,4.9562,4.9917,5.0222,5.047,5.0656,5.0778,5.0836,5.0832,5.0769,5.0649,5.0477,5.0257,4.9992,4.9687,4.9346,4.8971,4.8568,4.8139,4.7688,4.7217
2006-02-28,4.69,4.6588,4.6165,4.5807,4.5577,4.5484,4.5508,4.562,4.5791,4.5994,4.6206,4.6409,4.659,4.6738,4.6849,4.6916,4.694,4.6918,4.6852,4.6744,4.6594,4.6405,4.6181,4.5923,4.5634,4.5318,4.4976,4.4612,4.4227,4.3825
2006-01-31,4.5557,4.4998,4.4596,4.4391,4.4372,4.4505,4.4751,4.507,4.543,4.5803,4.6167,4.6506,4.6807,4.7063,4.727,4.7424,4.7524,4.7572,4.7568,4.7514,4.7414,4.7271,4.7086,4.6864,4.6607,4.6319,4.6002,4.566,4.5295,4.4909
2005-12-31,4.4007,4.3815,4.3389,4.3066,4.2946,4.3026,4.3262,4.3604,4.4004,4.4422,4.483,4.5206,4.5537,4.5813,4.603,4.6185,4.6279,4.6313,4.629,4.6213,4.6086,4.5913,4.5696,4.5441,4.5151,4.483,4.448,4.4105,4.3708,4.3292
2005-11-30,4.3798,4.3993,4.3699,4.3517,4.359,4.3896,4.4363,4.492,4.5507,4.6083,4.6619,4.7096,4.7503,4.7837,4.8096,4.828,4.8394,4.8441,4.8425,4.8352,4.8227,4.8053,4.7836,4.758,4.729,4.6969,4.6621,4.625,4.5859,4.5449
2005-10-31,4.3269,4.4013,4.4003,4.3957,4.4083,4.4397,4.4846,4.5373,4.5925,4.6465,4.6967,4.7414,4.7796,4.8109,4.8352,4.8525,4.8633,4.8678,4.8665,4.8598,4.8482,4.8321,4.8119,4.7882,4.7612,4.7313,4.699,4.6644,4.6279,4.5898
2005-09-30,4.1353,4.1302,4.1174,4.1411,4.1823,4.2299,4.2788,4.3266,4.3721,4.4146,4.454,4.4901,4.523,4.5527,4.5795,4.6034,4.6246,4.6432,4.6595,4.6735,4.6855,4.6955,4.7037,4.7102,4.7152,4.7188,4.721,4.722,4.7219,4.7207
2005-08-31,3.7522,3.8071,3.8086,3.8094,3.8261,3.8605,3.9083,3.9646,4.0246,4.0844,4.1413,4.1935,4.2397,4.2793,4.3119,4.3376,4.3565,4.3688,4.3748,4.3751,4.37,4.3598,4.3451,4.3262,4.3036,4.2776,4.2485,4.2167,4.1825,4.1463
2005-07-31,3.8567,4.0108,4.0508,4.0645,4.0842,4.1179,4.1644,4.2192,4.2777,4.3361,4.3916,4.4422,4.4865,4.5239,4.554,4.5769,4.5926,4.6016,4.6041,4.6006,4.5915,4.5772,4.5583,4.5352,4.5082,4.4778,4.4444,4.4082,4.3697,4.3291
2005-06-30,3.5033,3.6194,3.6445,3.6589,3.6879,3.7349,3.7957,3.8645,3.9363,4.0069,4.0737,4.1347,4.1888,4.2355,4.2745,4.3058,4.3299,4.3468,4.3571,4.3612,4.3596,4.3527,4.3409,4.3247,4.3045,4.2808,4.2538,4.2239,4.1915,4.1568
2005-05-31,3.3845,3.5692,3.6303,3.6672,3.7129,3.7738,3.8468,3.9268,4.0087,4.0887,4.1639,4.2327,4.2939,4.347,4.3919,4.4287,4.4575,4.4789,4.4931,4.5008,4.5023,4.4982,4.489,4.475,4.4567,4.4346,4.409,4.3802,4.3487,4.3148
2005-04-30,3.3855,3.6232,3.725,3.7923,3.8608,3.9392,4.026,4.1169,4.2076,4.2946,4.3755,4.4487,4.5132,4.5687,4.6152,4.6527,4.6817,4.7026,4.7159,4.7222,4.7219,4.7157,4.704,4.6874,4.6663,4.6411,4.6124,4.5804,4.5455,4.5082
2005-03-31,3.4287,3.7855,3.9514,4.0541,4.1429,4.2334,4.3275,4.4227,4.5156,4.6031,4.683,4.7541,4.8154,4.8669,4.9084,4.9404,4.9632,4.9775,4.9838,4.9827,4.9749,4.9609,4.9414,4.9169,4.8879,4.8549,4.8184,4.7787,4.7363,4.6916
2005-02-28,3.254,3.5845,3.7567,3.8734,3.9757,4.077,4.1797,4.2817,4.3804,4.4732,4.5583,4.6343,4.7007,4.7573,4.804,4.8413,4.8695,4.8891,4.9008,4.9051,4.9025,4.8938,4.8794,4.8599,4.8358,4.8076,4.7757,4.7404,4.7023,4.6617
2005-01-31,2.9727,3.2573,3.4251,3.5557,3.6788,3.8022,3.9259,4.0473,4.1633,4.2716,4.3706,4.4594,4.5375,4.6049,4.6617,4.7085,4.7456,4.7737,4.7935,4.8054,4.8102,4.8085,4.8008,4.7876,4.7696,4.7471,4.7207,4.6907,4.6576,4.6217
2004-12-31,2.7691,3.0653,3.2722,3.4518,3.6247,3.795,3.9611,4.1202,4.2694,4.407,4.5318,4.6432,4.7412,4.8261,4.8984,4.9587,5.0078,5.0465,5.0754,5.0953,5.107,5.1112,5.1086,5.0997,5.0853,5.0657,5.0416,5.0134,4.9815,4.9464
2004-11-30,2.6631,3.0298,3.2907,3.5099,3.7119,3.9041,4.0873,4.2599,4.4204,4.5674,4.7001,4.8183,4.9221,5.012,5.0884,5.1523,5.2043,5.2452,5.2759,5.2973,5.3099,5.3147,5.3123,5.3034,5.2886,5.2685,5.2435,5.2144,5.1814,5.145
2004-10-31,2.2518,2.5453,2.8177,3.0735,3.3138,3.5386,3.7475,3.94,4.1161,4.2757,4.4191,4.5468,4.6595,4.7579,4.8427,4.9149,4.9751,5.0244,5.0634,5.0931,5.1141,5.1271,5.1329,5.132,5.1252,5.1129,5.0956,5.0739,5.0482,5.0189
2004-09-30,2.2276,2.6039,2.903,3.164,3.4031,3.6262,3.8346,4.0279,4.2058,4.3677,4.5138,4.644,4.759,4.8594,4.9459,5.0193,5.0804,5.1302,5.1695,5.1991,5.2198,5.2323,5.2374,5.2356,5.2277,5.2143,5.1958,5.1727,5.1456,5.1148
2004-08-31,1.9759,2.3932,2.7498,3.0635,3.3444,3.5983,3.8287,4.0377,4.2267,4.3968,4.549,4.6842,4.8034,4.9074,4.9973,5.0739,5.1382,5.191,5.2333,5.2657,5.2891,5.3043,5.3119,5.3127,5.3071,5.2959,5.2795,5.2584,5.2332,5.2041
2004-07-31,2.0969,2.6838,3.1074,3.4496,3.7418,3.9971,4.2223,4.4217,4.5982,4.7544,4.8922,5.0134,5.1195,5.2119,5.2918,5.3603,5.4184,5.4671,5.5071,5.5394,5.5645,5.5832,5.596,5.6035,5.6062,5.6045,5.5989,5.5898,5.5776,5.5625
2004-06-30,2.0742,2.7075,3.1654,3.5307,3.8393,4.1064,4.3401,4.5452,4.7254,4.8834,5.0217,5.1421,5.2465,5.3362,5.4128,5.4775,5.5313,5.5753,5.6104,5.6375,5.6574,5.6707,5.6782,5.6803,5.6777,5.6707,5.66,5.6459,5.6287,5.6088
2004-05-31,1.8555,2.5613,3.0873,3.5014,3.8433,4.1334,4.3833,4.5999,4.7882,4.9517,5.0935,5.2158,5.3208,5.4102,5.4856,5.5484,5.5998,5.6411,5.6732,5.697,5.7134,5.7232,5.727,5.7255,5.7193,5.7088,5.6946,5.677,5.6565,5.6335
2004-04-30,1.6193,2.3449,2.8898,3.315,3.6658,3.9649,4.2239,4.4499,4.6477,4.8209,4.9722,5.1039,5.2182,5.3166,5.4008,5.472,5.5316,5.5807,5.6202,5.6511,5.6741,5.6902,5.6999,5.7039,5.7027,5.6969,5.6871,5.6735,5.6566,5.6369
2004-03-31,1.161,1.576,2.0283,2.4448,2.8163,3.1463,3.4394,3.6997,3.9306,4.135,4.3153,4.4738,4.6124,4.7329,4.8369,4.9258,5.001,5.0636,5.1149,5.1558,5.1874,5.2103,5.2256,5.2338,5.2357,5.2318,5.2228,5.2092,5.1914,5.1699
2004-02-29,1.1586,1.6451,2.1693,2.6262,3.0125,3.3413,3.6245,3.8707,4.0859,4.2745,4.4399,4.5849,4.7115,4.8217,4.9171,4.9992,5.0692,5.1282,5.1773,5.2173,5.2492,5.2737,5.2915,5.3032,5.3094,5.3106,5.3074,5.3001,5.2892,5.2751
2004-01-31,1.2652,1.8317,2.361,2.8078,3.186,3.5109,3.7929,4.0394,4.2553,4.4445,4.61,4.7542,4.8794,4.9875,5.08,5.1584,5.2242,5.2784,5.3222,5.3567,5.3825,5.4007,5.412,5.417,5.4164,5.4107,5.4005,5.3863,5.3684,5.3474
2003-12-31,1.2427,1.825,2.3796,2.8496,3.2465,3.5862,3.88,4.1359,4.3593,4.5544,4.7245,4.8724,5.0002,5.1101,5.2038,5.2829,5.3488,5.4028,5.446,5.4795,5.5042,5.5211,5.5308,5.5341,5.5316,5.5241,5.5119,5.4957,5.4758,5.4526
2003-11-30,1.4354,2.0537,2.5786,3.0151,3.3866,3.7084,3.9898,4.2368,4.4538,4.6442,4.8108,4.956,5.0818,5.1902,5.2827,5.3609,5.426,5.4794,5.5222,5.5553,5.5796,5.5961,5.6056,5.6086,5.6059,5.5981,5.5856,5.569,5.5488,5.5254
2003-10-31,1.275,1.8494,2.4032,2.879,3.2854,3.6356,3.9397,4.205,4.4366,4.6386,4.8142,4.9663,5.0973,5.2091,5.3039,5.3831,5.4484,5.501,5.5423,5.5733,5.5952,5.6087,5.6148,5.6142,5.6077,5.5958,5.5792,5.5584,5.5339,5.5061
2003-09-30,1.08,1.4792,1.9762,2.4441,2.859,3.2225,3.5408,3.82,4.065,4.2798,4.4678,4.6316,4.7738,4.8965,5.0014,5.0904,5.1649,5.2262,5.2757,5.3145,5.3435,5.3637,5.3761,5.3813,5.3801,5.3731,5.361,5.3443,5.3234,5.2989
2003-08-31,1.3016,1.9445,2.5518,3.0585,3.479,3.8329,4.1345,4.3937,4.6171,4.8099,4.976,5.1185,5.2401,5.343,5.4293,5.5007,5.5588,5.6049,5.6402,5.666,5.6832,5.6928,5.6955,5.6921,5.6832,5.6696,5.6517,5.6301,5.6052,5.5774
2003-07-31,1.2617,1.8192,2.3984,2.9184,3.3703,3.7612,4.0998,4.3935,4.6482,4.8687,5.059,5.2223,5.3615,5.4791,5.5774,5.6583,5.7236,5.7749,5.8137,5.8412,5.8586,5.867,5.8674,5.8606,5.8475,5.8287,5.805,5.7769,5.745,5.7098
2003-06-30,1.0331,1.3274,1.7167,2.1134,2.4851,2.8219,3.1229,3.3906,3.628,3.8383,4.0243,4.1886,4.3332,4.4601,4.571,4.6673,4.7503,4.8213,4.8812,4.9312,4.9721,5.0046,5.0296,5.0478,5.0597,5.0659,5.0669,5.0633,5.0555,5.0439
2003-05-31,1.1338,1.3252,1.6363,1.9831,2.3267,2.6502,2.9469,3.2153,3.4559,3.6702,3.8602,4.0277,4.1746,4.3026,4.4134,4.5085,4.5892,4.6569,4.7126,4.7575,4.7924,4.8184,4.8363,4.8467,4.8505,4.8482,4.8405,4.8279,4.8108,4.7898
2003-04-30,1.1634,1.5326,2.0186,2.4799,2.8853,3.2352,3.5369,3.7982,4.0253,4.2231,4.3955,4.5457,4.6761,4.7889,4.886,4.9689,5.0391,5.0978,5.1461,5.1851,5.2156,5.2384,5.2544,5.2641,5.2683,5.2674,5.262,5.2526,5.2395,5.2232
2003-03-31,1.1654,1.5392,2.0058,2.446,2.8389,3.1862,3.4929,3.7642,4.004,4.2158,4.4023,4.566,4.709,4.8332,4.9403,5.0319,5.1094,5.174,5.2269,5.2692,5.3019,5.3258,5.3417,5.3505,5.3528,5.3493,5.3405,5.327,5.3093,5.2877
2003-02-28,1.2199,1.5273,1.9454,2.3573,2.7337,3.0705,3.3699,3.6355,3.8707,4.0785,4.2616,4.4222,4.5624,4.6841,4.7888,4.8782,4.9537,5.0164,5.0675,5.1082,5.1392,5.1617,5.1763,5.1838,5.185,5.1803,5.1705,5.1561,5.1374,5.1151
2003-01-31,1.2788,1.7249,2.224,2.6716,3.0605,3.3988,3.6944,3.9531,4.1798,4.3781,4.551,4.7011,4.8307,4.9418,5.0361,5.1153,5.1808,5.2339,5.2758,5.3077,5.3305,5.345,5.3523,5.3529,5.3476,5.3369,5.3216,5.3021,5.2788,5.2523
2002-12-31,1.2389,1.5945,2.035,2.4584,2.8458,3.195,3.5075,3.7855,4.0317,4.2487,4.4388,4.6043,4.7475,4.8701,4.9742,5.0613,5.133,5.1907,5.2358,5.2694,5.2927,5.3066,5.3122,5.3102,5.3014,5.2866,5.2663,5.2413,5.212,5.1789
2002-11-30,1.53,2.0892,2.5797,3.0049,3.3777,3.7061,3.9955,4.2502,4.4735,4.6685,4.838,4.9843,5.1096,5.216,5.3052,5.3789,5.4386,5.4857,5.5213,5.5467,5.5629,5.5708,5.5713,5.5651,5.5531,5.5359,5.514,5.488,5.4584,5.4257
2002-10-31,1.3795,1.6908,2.1106,2.5311,2.9252,3.2857,3.6116,3.9038,4.1642,4.395,4.5982,4.776,4.9305,5.0637,5.1774,5.2732,5.3527,5.4175,5.4688,5.5078,5.5358,5.5538,5.5627,5.5635,5.557,5.5438,5.5248,5.5005,5.4715,5.4383
