FREQ,M
Frequency,Monthly
REF_AREA,NZ
Reference area,New Zealand
CURRENCY,NZD
Currency,New Zealand dollar
COLLECTION,E
Collection,End of period
UNIT_MULT,0
Unit Multiplier,Units
DECIMALS,6
Decimals,Six
AVAILABILITY,A
Availability,All users
TITLE, Exchange rates against USD New Zealand - New Zealand dollar - Monthly - End of period
Series,M:NZ:NZD:E
1913-08,
1913-09,
1913-10,
1913-11,
1913-12,
1913-Q1,
1913-Q2,
1913-Q3,
1913-Q4,
1914,
1914-01,
1914-02,
1914-03,
1914-04,
1914-05,
1914-06,
1914-07,
1914-08,
1914-09,
1914-10,
1914-11,
1914-12,
1914-Q1,
1914-Q2,
1914-Q3,
1914-Q4,
1915,
1915-01,
1915-02,
1915-03,
1915-04,
1915-05,
1915-06,
1915-07,
1915-08,
1915-09,
1915-10,
1915-11,
1915-12,
1915-Q1,
1915-Q2,
1915-Q3,
1915-Q4,
1916,
1916-01,
1916-02,
1916-03,
1916-04,
1916-05,
1916-06,
1916-07,
1916-08,
1916-09,
1916-10,
1916-11,
1916-12,
1916-Q1,
1916-Q2,
1916-Q3,
1916-Q4,
1917,
1917-01,
1917-02,
1917-03,
1917-04,
1917-05,
1917-06,
1917-07,
1917-08,
1917-09,
1917-10,
1917-11,
1917-12,
1917-Q1,
1917-Q2,
1917-Q3,
1917-Q4,
1918,
1918-01,
1918-02,
1918-03,
1918-04,
1918-05,
1918-06,
1918-07,
1918-08,
1918-09,
1918-10,
1918-11,
1918-12,
1918-Q1,
1918-Q2,
1918-Q3,
1918-Q4,
1919,
1919-01,
1919-02,
1919-03,
1919-04,
1919-05,
1919-06,
1919-07,
1919-08,
1919-09,
1919-10,
1919-11,
1919-12,
1919-Q1,
1919-Q2,
1919-Q3,
1919-Q4,
1920,
1920-01,
1920-02,
1920-03,
1920-04,
1920-05,
1920-06,
1920-07,
1920-08,
1920-09,
1920-10,
1920-11,
1920-12,
1920-Q1,
1920-Q2,
1920-Q3,
1920-Q4,
1921,
1921-01,
1921-02,
1921-03,
1921-04,
1921-05,
1921-06,
1921-07,
1921-08,
1921-09,
1921-10,
1921-11,
1921-12,
1921-Q1,
1921-Q2,
1921-Q3,
1921-Q4,
1922,
1922-01,
1922-02,
1922-03,
1922-04,
1922-05,
1922-06,
1922-07,
1922-08,
1922-09,
1922-10,
1922-11,
1922-12,
1922-Q1,
1922-Q2,
1922-Q3,
1922-Q4,
1923,
1923-01,
1923-02,
1923-03,
1923-04,
1923-05,
1923-06,
1923-07,
1923-08,
1923-09,
1923-10,
1923-11,
1923-12,
1923-Q1,
1923-Q2,
1923-Q3,
1923-Q4,
1924,
1924-01,
1924-02,
1924-03,
1924-04,
1924-05,
1924-06,
1924-07,
1924-08,
1924-09,
1924-10,
1924-11,
1924-12,
1924-Q1,
1924-Q2,
1924-Q3,
1924-Q4,
1925,
1925-01,
1925-02,
1925-03,
1925-04,
1925-05,
1925-06,
1925-07,
1925-08,
1925-09,
1925-10,
1925-11,
1925-12,
1925-Q1,
1925-Q2,
1925-Q3,
1925-Q4,
1926,
1926-01,
1926-02,
1926-03,
1926-04,
1926-05,
1926-06,
1926-07,
1926-08,
1926-09,
1926-10,
1926-11,
1926-12,
1926-Q1,
1926-Q2,
1926-Q3,
1926-Q4,
1927,
1927-01,
1927-02,
1927-03,
1927-04,
1927-05,
1927-06,
1927-07,
1927-08,
1927-09,
1927-10,
1927-11,
1927-12,
1927-Q1,
1927-Q2,
1927-Q3,
1927-Q4,
1928,
1928-01,
1928-02,
1928-03,
1928-04,
1928-05,
1928-06,
1928-07,
1928-08,
1928-09,
1928-10,
1928-11,
1928-12,
1928-Q1,
1928-Q2,
1928-Q3,
1928-Q4,
1929,
1929-01,
1929-02,
1929-03,
1929-04,
1929-05,
1929-06,
1929-07,
1929-08,
1929-09,
1929-10,
1929-11,
1929-12,
1929-Q1,
1929-Q2,
1929-Q3,
1929-Q4,
1930,
1930-01,
1930-02,
1930-03,
1930-04,
1930-05,
1930-06,
1930-07,
1930-08,
1930-09,
1930-10,
1930-11,
1930-12,
1930-Q1,
1930-Q2,
1930-Q3,
1930-Q4,
1931,
1931-01,
1931-02,
1931-03,
1931-04,
1931-05,
1931-06,
1931-07,
1931-08,
1931-09,
1931-10,
1931-11,
1931-12,
1931-Q1,
1931-Q2,
1931-Q3,
1931-Q4,
1932,
1932-01,
1932-02,
1932-03,
1932-04,
1932-05,
1932-06,
1932-07,
1932-08,
1932-09,
1932-10,
1932-11,
1932-12,
1932-Q1,
1932-Q2,
1932-Q3,
1932-Q4,
1933,
1933-01,
1933-02,
1933-03,
1933-04,
1933-05,
1933-06,
1933-07,
1933-08,
1933-09,
1933-10,
1933-11,
1933-12,
1933-Q1,
1933-Q2,
1933-Q3,
1933-Q4,
1934,
1934-01,
1934-02,
1934-03,
1934-04,
1934-05,
1934-06,
1934-07,
1934-08,
1934-09,
1934-10,
1934-11,
1934-12,
1934-Q1,
1934-Q2,
1934-Q3,
1934-Q4,
1935,
1935-01,
1935-02,
1935-03,
1935-04,
1935-05,
1935-06,
1935-07,
1935-08,
1935-09,
1935-10,
1935-11,
1935-12,
1935-Q1,
1935-Q2,
1935-Q3,
1935-Q4,
1936,
1936-01,
1936-02,
1936-03,
1936-04,
1936-05,
1936-06,
1936-07,
1936-08,
1936-09,
1936-10,
1936-11,
1936-12,
1936-Q1,
1936-Q2,
1936-Q3,
1936-Q4,
1937,
1937-01,
1937-02,
1937-03,
1937-04,
1937-05,
1937-06,
1937-07,
1937-08,
1937-09,
1937-10,
1937-11,
1937-12,
1937-Q1,
1937-Q2,
1937-Q3,
1937-Q4,
1938,
1938-01,
1938-02,
1938-03,
1938-04,
1938-05,
1938-06,
1938-07,
1938-08,
1938-09,
1938-10,
1938-11,
1938-12,
1938-Q1,
1938-Q2,
1938-Q3,
1938-Q4,
1939,
1939-01,
1939-02,
1939-03,
1939-04,
1939-05,
1939-06,
1939-07,
1939-08,
1939-09,
1939-10,
1939-11,
1939-12,
1939-Q1,
1939-Q2,
1939-Q3,
1939-Q4,
1940,
1940-01,
1940-02,
1940-03,
1940-04,
1940-05,
1940-06,
1940-07,
1940-08,
1940-09,
1940-10,
1940-11,
1940-12,
1940-Q1,
1940-Q2,
1940-Q3,
1940-Q4,
1941,
1941-01,
1941-02,
1941-03,
1941-04,
1941-05,
1941-06,
1941-07,
1941-08,
1941-09,
1941-10,
1941-11,
1941-12,
1941-Q1,
1941-Q2,
1941-Q3,
1941-Q4,
1942,
1942-01,
1942-02,
1942-03,
1942-04,
1942-05,
1942-06,
1942-07,
1942-08,
1942-09,
1942-10,
1942-11,
1942-12,
1942-Q1,
1942-Q2,
1942-Q3,
1942-Q4,
1943,
1943-01,
1943-02,
1943-03,
1943-04,
1943-05,
1943-06,
1943-07,
1943-08,
1943-09,
1943-10,
1943-11,
1943-12,
1943-Q1,
1943-Q2,
1943-Q3,
1943-Q4,
1944,
1944-01,
1944-02,
1944-03,
1944-04,
1944-05,
1944-06,
1944-07,
1944-08,
1944-09,
1944-10,
1944-11,
1944-12,
1944-Q1,
1944-Q2,
1944-Q3,
1944-Q4,
1945,
1945-01,
1945-02,
1945-03,
1945-04,
1945-05,
1945-06,
1945-07,
1945-08,
1945-09,
1945-10,
1945-11,
1945-12,
1945-Q1,
1945-Q2,
1945-Q3,
1945-Q4,
1946,
1946-01,
1946-02,
1946-03,
1946-04,
1946-05,
1946-06,
1946-07,
1946-08,
1946-09,
1946-10,
1946-11,
1946-12,
1946-Q1,
1946-Q2,
1946-Q3,
1946-Q4,
1947,
1947-01,
1947-02,
1947-03,
1947-04,
1947-05,
1947-06,
1947-07,
1947-08,
1947-09,
1947-10,
1947-11,
1947-12,
1947-Q1,
1947-Q2,
1947-Q3,
1947-Q4,
1948,
1948-01,
1948-02,
1948-03,
1948-04,
1948-05,
1948-06,
1948-07,
1948-08,
1948-09,
1948-10,
1948-11,
1948-12,
1948-Q1,
1948-Q2,
1948-Q3,
1948-Q4,
1949,
1949-01,
1949-02,
1949-03,
1949-04,
1949-05,
1949-06,
1949-07,
1949-08,
1949-09,
1949-10,
1949-11,
1949-12,
1949-Q1,
1949-Q2,
1949-Q3,
1949-Q4,
1950,
1950-01,
1950-02,
1950-03,
1950-04,
1950-05,
1950-06,
1950-07,
1950-08,
1950-09,
1950-10,
1950-11,
1950-12,
1950-Q1,
1950-Q2,
1950-Q3,
1950-Q4,
1951,
1951-01,
1951-02,
1951-03,
1951-04,
1951-05,
1951-06,
1951-07,
1951-08,
1951-09,
1951-10,
1951-11,
1951-12,
1951-Q1,
1951-Q2,
1951-Q3,
1951-Q4,
1952,
1952-01,
1952-02,
1952-03,
1952-04,
1952-05,
1952-06,
1952-07,
1952-08,
1952-09,
1952-10,
1952-11,
1952-12,
1952-Q1,
1952-Q2,
1952-Q3,
1952-Q4,
1953,
1953-01,
1953-02,
1953-03,
1953-04,
1953-05,
1953-06,
1953-07,
1953-08,
1953-09,
1953-10,
1953-11,
1953-12,
1953-Q1,
1953-Q2,
1953-Q3,
1953-Q4,
1954,
1954-01,
1954-02,
1954-03,
1954-04,
1954-05,
1954-06,
1954-07,
1954-08,
1954-09,
1954-10,
1954-11,
1954-12,
1954-Q1,
1954-Q2,
1954-Q3,
1954-Q4,
1955,
1955-01,
1955-02,
1955-03,
1955-04,
1955-05,
1955-06,
1955-07,
1955-08,
1955-09,
1955-10,
1955-11,
1955-12,
1955-Q1,
1955-Q2,
1955-Q3,
1955-Q4,
1956,
1956-01,
1956-02,
1956-03,
1956-04,
1956-05,
1956-06,
1956-07,
1956-08,
1956-09,
1956-10,
1956-11,
1956-12,
1956-Q1,
1956-Q2,
1956-Q3,
1956-Q4,
1957,
1957-01,0.714288
1957-02,0.714288
1957-03,0.714288
1957-04,0.714288
1957-05,0.714288
1957-06,0.714288
1957-07,0.714288
1957-08,0.714288
1957-09,0.714288
1957-10,0.714288
1957-11,0.714288
1957-12,0.714288
1957-Q1,
1957-Q2,
1957-Q3,
1957-Q4,
1958,
1958-01,0.714288
1958-02,0.714288
1958-03,0.714288
1958-04,0.714288
1958-05,0.714288
1958-06,0.714288
1958-07,0.714288
1958-08,0.714288
1958-09,0.714288
1958-10,0.714288
1958-11,0.714288
1958-12,0.714288
1958-Q1,
1958-Q2,
1958-Q3,
1958-Q4,
1959,
1959-01,0.714288
1959-02,0.714288
1959-03,0.714288
1959-04,0.714288
1959-05,0.714288
1959-06,0.714288
1959-07,0.714288
1959-08,0.714288
1959-09,0.714288
1959-10,0.714288
1959-11,0.714288
1959-12,0.714288
1959-Q1,
1959-Q2,
1959-Q3,
1959-Q4,
1960,
1960-01,0.714288
1960-02,0.714288
1960-03,0.714288
1960-04,0.714288
1960-05,0.714288
1960-06,0.714288
1960-07,0.714288
1960-08,0.714288
1960-09,0.714288
1960-10,0.714288
1960-11,0.714288
1960-12,0.714288
1960-Q1,
1960-Q2,
1960-Q3,
1960-Q4,
1961,
1961-01,0.714288
1961-02,0.714288
1961-03,0.714288
1961-04,0.714288
1961-05,0.714288
1961-06,0.714288
1961-07,0.714288
1961-08,0.714288
1961-09,0.714288
1961-10,0.715948
1961-11,0.715768
1961-12,0.717515
1961-Q1,
1961-Q2,
1961-Q3,
1961-Q4,
1962,
1962-01,0.716461
1962-02,0.715768
1962-03,0.71605
1962-04,0.716461
1962-05,0.717103
1962-06,0.717463
1962-07,0.718236
1962-08,0.719114
1962-09,0.719217
1962-10,0.719321
1962-11,0.718701
1962-12,0.718804
1962-Q1,
1962-Q2,
1962-Q3,
1962-Q4,
1963,
1963-01,0.718804
1963-02,0.718804
1963-03,0.71958
1963-04,0.719476
1963-05,0.719528
1963-06,0.719424
1963-07,0.719476
1963-08,0.719916
1963-09,0.720124
1963-10,0.719994
1963-11,0.720124
1963-12,0.720383
1963-Q1,
1963-Q2,
1963-Q3,
1963-Q4,
1964,
1964-01,0.720046
1964-02,0.720046
1964-03,0.72002
1964-04,0.71945
1964-05,0.719916
1964-06,0.721657
1964-07,0.722543
1964-08,0.723641
1964-09,0.723903
1964-10,0.72351
1964-11,0.722074
1964-12,0.721709
1964-Q1,
1964-Q2,
1964-Q3,
1964-Q4,
1965,
1965-01,0.721709
1965-02,0.720903
1965-03,0.721553
1965-04,0.719865
1965-05,0.721345
1965-06,0.721865
1965-07,0.721501
1965-08,0.722022
1965-09,0.719373
1965-10,0.718546
1965-11,0.718701
1965-12,0.718804
1965-Q1,
1965-Q2,
1965-Q3,
1965-Q4,
1966,
1966-01,0.718546
1966-02,0.719295
1966-03,0.721007
1966-04,0.721215
1966-05,0.721761
1966-06,0.721917
1966-07,0.721917
1966-08,0.7227
1966-09,0.721865
1966-10,0.721917
1966-11,0.722282
1966-12,0.722022
1966-Q1,
1966-Q2,
1966-Q3,
1966-Q4,
1967,
1967-01,0.721163
1967-02,0.721449
1967-03,0.720305
1967-04,0.719891
1967-05,0.720955
1967-06,0.722022
1967-07,0.72317
1967-08,0.722857
1967-09,0.723798
1967-10,0.724008
1967-11,0.886054
1967-12,0.89071
1967-Q1,
1967-Q2,
1967-Q3,
1967-Q4,
1968,
1968-01,0.889205
1968-02,0.891186
1968-03,0.893735
1968-04,0.894614
1968-05,0.899442
1968-06,0.899766
1968-07,0.895415
1968-08,0.899119
1968-09,0.897424
1968-10,0.896539
1968-11,0.898876
1968-12,0.8992
1968-Q1,
1968-Q2,
1968-Q3,
1968-Q4,
1969,
1969-01,0.897263
1969-02,0.896057
1969-03,0.895817
1969-04,0.89815
1969-05,0.897505
1969-06,0.896861
1969-07,0.896539
1969-08,0.900333
1969-09,0.90009
1969-10,0.894855
1969-11,0.894775
1969-12,0.893017
1969-Q1,
1969-Q2,
1969-Q3,
1969-Q4,
1970,
1970-01,0.892857
1970-02,0.890869
1970-03,0.890948
1970-04,0.891107
1970-05,0.892698
1970-06,0.894855
1970-07,0.896861
1970-08,0.899604
1970-09,0.898069
1970-10,0.897183
1970-11,0.897183
1970-12,0.895977
1970-Q1,
1970-Q2,
1970-Q3,
1970-Q4,
1971,
1971-01,0.889047
1971-02,0.889601
1971-03,0.889284
1971-04,0.888336
1971-05,0.888889
1971-06,0.888257
1971-07,0.888731
1971-08,0.875887
1971-09,0.865052
1971-10,0.862664
1971-11,0.861846
1971-12,0.839419
1971-Q1,
1971-Q2,
1971-Q3,
1971-Q4,
1972,
1972-01,0.83682
1972-02,0.83682
1972-03,0.834725
1972-04,0.838574
1972-05,0.83682
1972-06,0.840336
1972-07,0.83682
1972-08,0.83682
1972-09,0.837521
1972-10,0.837521
1972-11,0.83682
1972-12,0.83682
1972-Q1,
1972-Q2,
1972-Q3,
1972-Q4,
1973,
1973-01,0.83682
1973-02,0.757117
1973-03,0.753296
1973-04,0.749064
1973-05,0.757174
1973-06,0.757289
1973-07,0.740741
1973-08,0.740741
1973-09,0.675676
1973-10,0.671141
1973-11,0.679117
1973-12,0.702988
1973-Q1,
1973-Q2,
1973-Q3,
1973-Q4,
1974,
1974-01,0.727273
1974-02,0.701754
1974-03,0.692042
1974-04,0.686106
1974-05,0.689655
1974-06,0.692042
1974-07,0.687285
1974-08,0.701754
1974-09,0.770416
1974-10,0.769527
1974-11,0.766284
1974-12,0.763068
1974-Q1,
1974-Q2,
1974-Q3,
1974-Q4,
1975,
1975-01,0.755287
1975-02,0.741565
1975-03,0.747384
1975-04,0.75643
1975-05,0.75959
1975-06,0.774893
1975-07,0.791452
1975-08,0.94162
1975-09,0.960615
1975-10,0.949668
1975-11,0.961076
1975-12,0.962927
1975-Q1,
1975-Q2,
1975-Q3,
1975-Q4,
1976,
1976-01,0.959877
1976-02,0.959233
1976-03,0.982318
1976-04,1.0005
1976-05,1.017812
1976-06,1.012761
1976-07,1.003009
1976-08,1.00311
1976-09,1.029972
1976-10,1.052632
1976-11,1.109508
1976-12,1.058201
1976-Q1,
1976-Q2,
1976-Q3,
1976-Q4,
1977,
1977-01,1.051525
1977-02,1.04712
1977-03,1.041667
1977-04,1.042209
1977-05,1.041667
1977-06,1.034661
1977-07,1.026694
1977-08,1.033058
1977-09,1.030928
1977-10,1.005025
1977-11,1.00553
1977-12,0.984252
1977-Q1,
1977-Q2,
1977-Q3,
1977-Q4,
1978,
1978-01,0.977517
1978-02,0.978474
1978-03,0.980392
1978-04,0.985222
1978-05,0.98912
1978-06,0.970874
1978-07,0.951022
1978-08,0.952381
1978-09,0.942951
1978-10,0.910332
1978-11,0.956023
1978-12,0.93985
1978-Q1,
1978-Q2,
1978-Q3,
1978-Q4,
1979,
1979-01,0.949668
1979-02,0.947688
1979-03,0.947867
1979-04,0.957854
1979-05,0.959233
1979-06,0.991375
1979-07,0.985222
1979-08,0.988631
1979-09,0.996512
1979-10,1.035197
1979-11,1.024066
1979-12,1.017294
1979-Q1,
1979-Q2,
1979-Q3,
1979-Q4,
1980,
1980-01,1.016777
1980-02,1.030928
1980-03,1.063264
1980-04,1.034661
1980-05,1.017294
1980-06,1.013171
1980-07,1.025851
1980-08,1.019472
1980-09,1.019888
1980-10,1.025115
1980-11,1.044386
1980-12,1.039717
1980-Q1,
1980-Q2,
1980-Q3,
1980-Q4,
1981,
1981-01,1.053963
1981-02,1.086957
1981-03,1.092299
1981-04,1.114827
1981-05,1.148237
1981-06,1.176471
1981-07,1.208459
1981-08,1.207001
1981-09,1.218766
1981-10,1.217723
1981-11,1.184978
1981-12,1.213303
1981-Q1,
1981-Q2,
1981-Q3,
1981-Q4,
1982,
1982-01,1.241462
1982-02,1.273884
1982-03,1.304119
1982-04,1.2945
1982-05,1.311471
1982-06,1.3468
1982-07,1.355377
1982-08,1.374571
1982-09,1.393145
1982-10,1.414431
1982-11,1.392756
1982-12,1.366679
1982-Q1,
1982-Q2,
1982-Q3,
1982-Q4,
1983,
1983-01,1.388887
1983-02,1.391791
1983-03,1.532564
1983-04,1.515155
1983-05,1.506025
1983-06,1.526718
1983-07,1.530218
1983-08,1.540832
1983-09,1.519988
1983-10,1.510806
1983-11,1.519758
1983-12,1.524155
1983-Q1,
1983-Q2,
1983-Q3,
1983-Q4,
1984,
1984-01,1.538462
1984-02,1.501054
1984-03,1.504887
1984-04,1.527414
1984-05,1.543216
1984-06,1.577284
1984-07,2.019387
1984-08,1.999997
1984-09,2.042486
1984-10,2.046666
1984-11,2.052973
1984-12,2.098637
1984-Q1,
1984-Q2,
1984-Q3,
1984-Q4,
1985,
1985-01,2.127656
1985-02,2.237132
1985-03,2.145929
1985-04,2.202646
1985-05,2.227174
1985-06,2.068252
1985-07,1.895728
1985-08,1.837563
1985-09,1.823156
1985-10,1.73611
1985-11,1.742158
1985-12,1.994015
1985-Q1,
1985-Q2,
1985-Q3,
1985-Q4,
1986,
1986-01,1.86741
1986-02,1.901146
1986-03,1.871956
1986-04,1.713801
1986-05,1.768347
1986-06,1.818185
1986-07,1.91754
1986-08,2.049186
1986-09,2.044998
1986-10,1.970437
1986-11,1.956941
1986-12,1.895729
1986-Q1,
1986-Q2,
1986-Q3,
1986-Q4,
1987,
1987-01,1.845024
1987-02,1.785717
1987-03,1.755923
1987-04,1.718217
1987-05,1.737627
1987-06,1.684926
1987-07,1.765223
1987-08,1.648807
1987-09,1.536104
1987-10,1.68635
1987-11,1.542024
1987-12,1.516991
1987-Q1,
1987-Q2,
1987-Q3,
1987-Q4,
1988,
1988-01,1.499253
1988-02,1.504215
1988-03,1.526727
1988-04,1.485884
1988-05,1.442996
1988-06,1.485881
1988-07,1.508301
1988-08,1.629983
1988-09,1.632655
1988-10,1.593619
1988-11,1.526714
1988-12,1.587303
1988-Q1,
1988-Q2,
1988-Q3,
1988-Q4,
1989,
1989-01,1.64745
1989-02,1.615506
1989-03,1.627339
1989-04,1.62338
1989-05,1.705028
1989-06,1.743683
1989-07,1.710864
1989-08,1.694914
1989-09,1.690623
1989-10,1.699231
1989-11,1.696356
1989-12,1.682094
1989-Q1,
1989-Q2,
1989-Q3,
1989-Q4,
1990,
1990-01,1.665833
1990-02,1.699241
1990-03,1.725621
1990-04,1.739126
1990-05,1.734613
1990-06,1.699239
1990-07,1.689766
1990-08,1.625221
1990-09,1.622061
1990-10,1.628663
1990-11,1.639348
1990-12,1.702127
1990-Q1,
1990-Q2,
1990-Q3,
1990-Q4,
1991,
1991-01,1.670842
1991-02,1.668612
1991-03,1.703578
1991-04,1.703584
1991-05,1.715266
1991-06,1.733994
1991-07,1.749783
1991-08,1.74125
1991-09,1.760562
1991-10,1.798554
1991-11,1.779362
1991-12,1.850134
1991-Q1,
1991-Q2,
1991-Q3,
1991-Q4,
1992,
1992-01,1.851851
1992-02,1.828154
1992-03,1.82649
1992-04,1.860463
1992-05,1.867414
1992-06,1.836539
1992-07,1.834865
1992-08,1.85391
1992-09,1.862189
1992-10,1.897532
1992-11,1.958865
1992-12,1.943637
1992-Q1,
1992-Q2,
1992-Q3,
1992-Q4,
1993,
1993-01,1.934232
1993-02,1.910955
1993-03,1.8797
1993-04,1.843315
1993-05,1.836555
1993-06,1.861505
1993-07,1.809301
1993-08,1.811604
1993-09,1.816528
1993-10,1.804071
1993-11,1.83251
1993-12,1.790512
1993-Q1,
1993-Q2,
1993-Q3,
1993-Q4,
1994,
1994-01,1.759952
1994-02,1.735504
1994-03,1.777784
1994-04,1.734608
1994-05,1.684064
1994-06,1.678695
1994-07,1.66251
1994-08,1.661965
1994-09,1.659202
1994-10,1.622595
1994-11,1.590593
1994-12,1.560795
1994-Q1,
1994-Q2,
1994-Q3,
1994-Q4,
1995,
1995-01,1.564452
1995-02,1.578031
1995-03,1.536565
1995-04,1.486545
1995-05,1.504437
1995-06,1.495882
1995-07,1.484782
1995-08,1.534216
1995-09,1.518601
1995-10,1.514696
1995-11,1.52976
1995-12,1.529759
1995-Q1,
1995-Q2,
1995-Q3,
1995-Q4,
1996,
1996-01,1.490321
1996-02,1.485438
1996-03,1.471017
1996-04,1.456665
1996-05,1.469508
1996-06,1.459636
1996-07,1.447597
1996-08,1.447174
1996-09,1.428577
1996-10,1.414428
1996-11,1.409644
1996-12,1.412637
1996-Q1,
1996-Q2,
1996-Q3,
1996-Q4,
1997,
1997-01,1.452434
1997-02,1.444454
1997-03,1.44092
1997-04,1.441343
1997-05,1.44928
1997-06,1.476452
1997-07,1.54511
1997-08,1.564464
1997-09,1.560548
1997-10,1.605651
1997-11,1.621
1997-12,1.715561
1997-Q1,
1997-Q2,
1997-Q3,
1997-Q4,
1998,
1998-01,1.721758
1998-02,1.704459
1998-03,1.805051
1998-04,1.802771
1998-05,1.871612
1998-06,1.932731
1998-07,1.949692
1998-08,2.017752
1998-09,1.992028
1998-10,1.887861
1998-11,1.891074
1998-12,1.893225
1998-Q1,
1998-Q2,
1998-Q3,
1998-Q4,
1999,
1999-01,1.854093
1999-02,1.912416
1999-03,1.884472
1999-04,1.789374
1999-05,1.867923
1999-06,1.878776
1999-07,1.885917
1999-08,1.933132
1999-09,1.936146
1999-10,1.969674
1999-11,1.956918
1999-12,1.926837
1999-Q1,
1999-Q2,
1999-Q3,
1999-Q4,
2000,
2000-01,2.027168
2000-02,2.057443
2000-03,2.023239
2000-04,2.06197
2000-05,2.181554
2000-06,2.125366
2000-07,2.205561
2000-08,2.335616
2000-09,2.454079
2000-10,2.537127
2000-11,2.462805
2000-12,2.269747
2000-Q1,
2000-Q2,
2000-Q3,
2000-Q4,
2001,
2001-01,2.271925
2001-02,2.315636
2001-03,2.486639
2001-04,2.437697
2001-05,2.432547
2001-06,2.481722
2001-07,2.433352
2001-08,2.268508
2001-09,2.452634
2001-10,2.425348
2001-11,2.398067
2001-12,2.407239
2001-Q1,
2001-Q2,
2001-Q3,
2001-Q4,
2002,
2002-01,2.398981
2002-02,2.378453
2002-03,2.272467
2002-04,2.238344
2002-05,2.071056
2002-06,2.044812
2002-07,2.124911
2002-08,2.132615
2002-09,2.123327
2002-10,2.068633
2002-11,2.0137
2002-12,1.904739
2002-Q1,
2002-Q2,
2002-Q3,
2002-Q4,
2003,
2003-01,1.83247
2003-02,1.791319
2003-03,1.810096
2003-04,1.7878
2003-05,1.733971
2003-06,1.712523
2003-07,1.724775
2003-08,1.740276
2003-09,1.676794
2003-10,1.636723
2003-11,1.560614
2003-12,1.523674
2003-Q1,
2003-Q2,
2003-Q3,
2003-Q4,
2004,
2004-01,1.504037
2004-02,1.462715
2004-03,1.502372
2004-04,1.603164
2004-05,1.581489
2004-06,1.58042
2004-07,1.57131
2004-08,1.535464
2004-09,1.483923
2004-10,1.465494
2004-11,1.395637
2004-12,1.385434
2004-Q1,
2004-Q2,
2004-Q3,
2004-Q4,
2005,
2005-01,1.403989
2005-02,1.3712
2005-03,1.406742
2005-04,1.363664
2005-05,1.415457
2005-06,1.437893
2005-07,1.463409
2005-08,1.454665
2005-09,1.446105
2005-10,1.422939
2005-11,1.422126
2005-12,1.463932
2005-Q1,
2005-Q2,
2005-Q3,
2005-Q4,
2006,
2006-01,1.460472
2006-02,1.5152
2006-03,1.633675
2006-04,1.580761
2006-05,1.5652
2006-06,1.641155
2006-07,1.621994
2006-08,1.534511
2006-09,1.534518
2006-10,1.502205
2006-11,1.464394
2006-12,1.421792
2006-Q1,
2006-Q2,
2006-Q3,
2006-Q4,
2007,
2007-01,1.464799
2007-02,1.428355
2007-03,1.39991
2007-04,1.351929
2007-05,1.361183
2007-06,1.295964
2007-07,1.294959
2007-08,1.411675
2007-09,1.321461
2007-10,1.305669
2007-11,1.294289
2007-12,1.292304
2007-Q1,
2007-Q2,
2007-Q3,
2007-Q4,
2008,
2008-01,1.27505
2008-02,1.243094
2008-03,1.269858
2008-04,1.286486
2008-05,1.277534
2008-06,1.308805
2008-07,1.364166
2008-08,1.417713
2008-09,1.478221
2008-10,1.715686
2008-11,1.823839
2008-12,1.738234
2008-Q1,
2008-Q2,
2008-Q3,
2008-Q4,
2009,
2009-01,1.971598
2009-02,1.998972
2009-03,1.749925
2009-04,1.761055
2009-05,1.570081
2009-06,1.532192
2009-07,1.526241
2009-08,1.469521
2009-09,1.38544
2009-10,1.37473
2009-11,1.399121
2009-12,1.374636
2009-Q1,
2009-Q2,
2009-Q3,
2009-Q4,
2010,
2010-01,1.415652
2010-02,1.440604
2010-03,1.411381
2010-04,1.370935
2010-05,1.472333
2010-06,1.447396
2010-07,1.382637
2010-08,1.434306
2010-09,1.350821
2010-10,1.319189
2010-11,1.350746
2010-12,1.287232
2010-Q1,
2010-Q2,
2010-Q3,
2010-Q4,
2011,
2011-01,1.297327
2011-02,1.329334
2011-03,1.309073
2011-04,1.239166
2011-05,1.21578
2011-06,1.208607
2011-07,1.156452
2011-08,1.171557
2011-09,1.307858
2011-10,1.230126
2011-11,1.295275
2011-12,1.293531
2011-Q1,
2011-Q2,
2011-Q3,
2011-Q4,
2012,
2012-01,1.208106
2012-02,1.18292
2012-03,1.216981
2012-04,1.220902
2012-05,1.325405
2012-06,1.250675
2012-07,1.234614
2012-08,1.245579
2012-09,1.201547
2012-10,1.216809
2012-11,1.2217
2012-12,1.216083
2012-Q1,
2012-Q2,
2012-Q3,
2012-Q4,
2013,
2013-01,1.192915
2013-02,1.204204
2013-03,1.195471
2013-04,1.168299
2013-05,1.250577
2013-06,1.283792
2013-07,1.254087
2013-08,1.287571
2013-09,1.206664
2013-10,1.205923
2013-11,1.226802
2013-12,1.21543
2013-Q1,
2013-Q2,
2013-Q3,
2013-Q4,
2014,
2014-01,1.234241
2014-02,1.187287
2014-03,1.156948
2014-04,1.168736
2014-05,1.180054
2014-06,1.144091
2014-07,1.17804
2014-08,1.194419
2014-09,1.288167
2014-10,1.28114
2014-11,1.27205
2014-12,1.278725
2014-Q1,
2014-Q2,
2014-Q3,
2014-Q4,
2015,
2015-01,1.37709
2015-02,1.321085
2015-03,1.337299
2015-04,1.313152
2015-05,1.404284
