year,month,r1y_nz,r2y_gb,r5y_nz,r10y_nz,r1y_us,r2y_us,r5y_us,r10y_us,nzd,r3m_nz,r3m_us
2015,September,2.6118511,2.48,2.69,3.29,0.421585715,0.731699995,1.544780953,2.258433319,1.568151,2.85,0.022380952
2015,October,2.615134498,2.52,2.73,3.34,0.36572857,0.654914288,1.435071434,2.147319044,1.485795,2.86,0.015238095
2015,November,2.615134498,2.59,2.93,3.49,0.58863158,0.906073683,1.718652637,2.363810539,1.523774,2.89,0.124736842
2015,December,2.616812314,2.60,2.96,3.55,0.748145453,1.022981817,1.745813635,2.336650003,1.46257,2.79,0.227727273
2016,January,2.491187517,2.43,2.76,3.31,0.705857892,0.939689467,1.557315789,2.171821042,1.537363,2.73,0.255263158
2016,February,2.4065206,2.37,2.61,3.06,0.606415004,0.754299998,1.26742999,1.867434996,1.520665,2.62,0.3125
2016,March,2.101611683,2.11,2.41,3.02,0.679154542,0.87517727,1.422263639,1.975654559,1.441458,2.43,0.294090909
2016,April,1.920447517,2.03,2.24,2.86,0.578628565,0.765647619,1.291714277,1.867423818,1.434447,2.34,0.228095238
2016,May,2.0115712,2.07,2.18,2.67,0.626842854,0.814214284,1.333671422,1.874328585,1.480724,2.38,0.274285714
2016,June,2.07,2.08,2.12,2.51,0.600245451,0.735181817,1.196640909,1.69759092,1.406593,2.37,0.269545455
2016,July,1.94,1.94,1.97,2.27,0.568859991,0.686080003,1.098109984,1.541014999,1.405111,2.37,0.2975
2016,August,1.78,1.78,1.80,2.19,0.612286956,0.748404353,1.16524346,1.602486968,1.379177,2.24,0.297391304
2016,September,1.85,1.89,1.97,2.40,0.660919048,0.793066669,1.224809528,1.682966664,1.377027,2.23,0.291904762
2016,October,1.88,1.93,2.07,2.53,0.693444997,0.868669996,1.326719999,1.813844991,1.398959,2.15,0.3265
2016,November,1.90,2.09,2.40,2.99,0.776765001,1.010360005,1.662425011,2.222989988,1.402069,2.07,0.446
2016,December,1.91,2.23,2.62,3.33,0.900028572,1.219257145,2.011661904,2.59431428,1.438004,2.03,0.505238095
2017,January,1.88,2.24,2.61,3.23,0.871295002,1.209940004,1.964509994,2.508019996,1.367643,1.98,0.5115
2017,February,1.88,2.21,2.61,3.29,0.8812,1.208515801,1.950105272,2.497078971,1.387846,2.02,0.521052632
2017,March,1.86,2.15,2.56,3.28,1.056695651,1.326904338,2.052939125,2.552926084,1.431952,1.98,0.737391304
2017,April,1.83,2.10,2.41,3.05,1.069410519,1.255421055,1.855089483,2.358994747,1.454437,1.97,0.798421053
2017,May,1.81,1.99,2.39,2.93,1.152222731,1.307145439,1.863904558,2.369813648,1.407094,1.98,0.889090909
2017,June,1.80,1.95,2.46,2.77,1.224349997,1.348200007,1.796549998,2.2308,1.362951,1.95,0.982727273
2017,July,1.81,2.00,2.63,2.97,1.241839993,1.38089,1.887384993,2.366479981,1.336403,1.96,1.067
2017,August,1.89,2.03,2.47,2.88,1.228313037,1.338204353,1.792882603,2.256791281,1.401353,1.95,1.014347826
2017,September,1.90,2.05,2.50,2.91,1.272719991,1.386084998,1.814310008,2.239240027,1.385228,1.95,1.0295
2017,October,1.89,2.06,2.52,2.97,1.394509531,1.549285707,1.988990477,2.385766665,1.461162,1.94,1.074761905
2017,November,1.86,1.99,2.42,2.85,1.547842866,1.693271416,2.054147618,2.380457163,1.461642,1.93,1.22952381
2017,December,1.80,1.92,2.33,2.76,1.696764994,1.849944997,2.174199986,2.428570008,1.404986,1.88,1.322
2018,January,1.79,1.97,2.42,2.88,1.83278572,2.023414288,2.371633337,2.597519057,1.34888,1.88,1.413333333
2018,February,1.77,1.88,2.41,2.97,1.98249997,2.198389467,2.613005262,2.890484208,1.384067,1.91,1.567894737
2018,March,1.76,1.90,2.38,2.89,2.080433312,2.277061905,2.633109513,2.856890485,1.387712,1.93,1.696666667
2018,April,1.78,1.92,2.37,2.82,2.169609524,2.387419065,2.703823816,2.863914285,1.419406,2.01,1.757619048
2018,May,1.79,1.86,2.32,2.78,2.281468153,2.515627254,2.819990873,2.983945435,1.425848,2.02,1.864090909
2018,June,1.78,1.88,2.29,2.90,2.335671413,2.528804768,2.778976191,2.920547622,1.479413,2.01,1.899047619
2018,July,1.77,1.82,2.14,2.81,2.39549999,2.599809522,2.774890491,2.89212857,1.466684,1.94,1.957142857
2018,August,1.74,1.72,2.01,2.64,2.443417383,2.626830412,2.766608705,2.886969566,1.507081,1.91,2.033913043
2018,September,1.71,1.67,1.93,2.60,2.562999976,2.754657921,2.888952644,2.996294724,1.51218,1.90,2.126315789
2018,October,1.73,1.78,1.98,2.62,2.665981824,2.850309112,2.997604543,3.14985,1.530482,1.89,2.249090909
2018,November,1.81,1.88,2.11,2.69,2.714164996,2.847655022,2.947824979,3.118684995,1.457523,1.98,2.3265
2018,December,1.74,1.75,1.92,2.45,2.654089463,2.665542088,2.689894752,2.824536826,1.489607,1.98,2.365789474
2019,January,1.70,1.69,1.80,2.33,2.565147604,2.529261907,2.544638077,2.700204781,1.445595,1.91,2.374285714
2019,February,1.69,1.68,1.70,2.18,2.520421053,2.488584192,2.508221062,2.669136838,1.461545,1.90,2.388421053
2019,March,1.66,1.59,1.59,2.02,2.472719034,2.40022858,2.392542862,2.572566691,1.468625,1.88,2.402380952
2019,April,1.49,1.47,1.58,1.96,2.400276161,2.330899988,2.343342849,2.538619041,1.498039,1.81,2.382857143
2019,May,1.41,1.36,1.50,1.79,2.326781837,2.201145443,2.197949995,2.409977284,1.536544,1.72,2.352727273
2019,June,1.23,1.18,1.30,1.63,2.003764981,1.829799992,1.84418,2.090699995,1.490334,1.60,2.1705
2019,July,1.19,1.12,1.23,1.55,1.978468185,1.846413639,1.838395438,2.063768176,1.514035,1.55,2.098636364
2019,August,0.93,0.82,0.88,1.13,1.774559097,1.585190908,1.499454542,1.635968187,1.584813,1.25,1.949545455
2019,September,0.83,0.83,0.91,1.16,1.82768001,1.677950007,1.583570004,1.714435005,1.595647,1.15,1.8945
2019,October,0.78,0.78,0.89,1.16,1.656240913,1.577127272,1.548118174,1.714895444,1.556303,1.05,1.646818182
2019,November,0.97,0.89,1.09,1.35,1.645584207,1.630710526,1.659510525,1.832894733,1.556183,1.18,1.542105263
2019,December,1.07,0.9486928,1.27,1.53,1.646557132,1.639333339,1.701742865,1.891790481,1.482375,1.23,1.535238095
2020,January,1.04,0.910265883,1.21,1.48,1.577300015,1.530833347,1.56839524,1.7792238,1.545693,1.27,1.522380952
2020,February,0.97,0.85949383,1.07,1.28,1.448815791,1.345736849,1.333136838,1.519863154,1.604081,1.18,1.515263158
2020,March,0.45,0.3220109,0.77,1.08,0.510940909,0.529890914,0.68883637,0.945850004,1.680997,0.71,0.286363636
2020,April,0.24,0.250634533,0.53,0.95,0.214580952,0.251819049,0.427947618,0.724309527,1.627896,0.39,0.138095238
2020,May,0.10,0.23642415,0.24,0.64,0.174825001,0.18959,0.375850001,0.710880002,1.604077,0.26,0.1275
2020,June,0.19,0.24042265,0.43,0.90,0.20141818,0.198886364,0.379036363,0.753850002,1.560993,0.28,0.159545455
2020,July,0.24,0.23642415,0.42,0.91,0.163927275,0.154645456,0.306127273,0.634213643,1.499916,0.30,0.126818182
2020,August,0.23,0.23642415,0.25,0.68,0.1495,0.143933334,0.298757143,0.654619041,1.484757,0.29,0.104285714
2020,September,0.19,0.23642415,0.02,0.56,0.143357144,0.136519046,0.29571905,0.680495234,1.520243,0.30,0.108571429
2020,October,0.18,0.23642415,0.03,0.54,0.141290477,0.1485,0.360357146,0.792619052,1.501539,0.27,0.10047619
2020,November,0.21,0.20,0.21,0.75,0.138342105,0.163373684,0.416726316,0.878310526,1.421285,0.27,0.091052632
2020,December,0.2077153,0.24,0.34,0.92,0.117140909,0.129604545,0.412827273,0.941236364,1.384076,0.26,0.087272727
2021,January,0.2077153,0.22,0.39,1.04,0.109284211,0.125094737,0.470878947,1.095442105,1.389502,0.28,0.083684211
2021,February,0.207724967,0.27,0.75,1.46,0.086515789,0.119605263,0.5642,1.298678947,1.371339,0.28,0.042631579
2021,March,0.212600117,0.32,1.03,1.76,0.081952174,0.15976087,0.839278261,1.712204348,1.430192,0.33,0.031304348
2021,April,0.212600117,0.25,0.88,1.68,0.07685,0.171854545,0.876659091,1.728822727,1.385367,0.34,0.020909091
2021,May,0.212600117,0.30,1.03,1.81,0.067185,0.15751,0.836965,1.71832,1.376854,0.35,0.018
2021,June,0.21265545,0.35,1.03,1.76,0.089177273,0.208054545,0.852304545,1.607781818,1.432683,0.33,0.035909091
2021,July,0.577030833,0.65,1.13,1.59,0.092647619,0.22582381,0.777514286,1.379809524,1.428812,0.40,0.052380952
2021,August,0.858165133,0.90,1.30,1.65,0.087072727,0.233118182,0.785581818,1.336595455,1.416258,0.54,0.054545455
2021,September,0.939031167,1.02,1.52,1.87,0.091157143,0.255419048,0.876552381,1.424109524,1.455912,0.57,0.041904762
2021,October,1.33,1.11,1.79,2.21,0.14536,0.40404,1.11826,1.64112,1.395878,0.70,0.052
2021,November,1.58,2.02,2.33,2.57,0.206465,0.536615,1.219455,1.621885,1.464754,0.83,0.0515
2021,December,1.52,1.97,2.21,2.38,0.359295455,0.714818182,1.244186364,1.535963636,1.4638,0.91,0.06
2022,January,1.60,2.05,2.36,2.56,0.602125,0.99645,1.551355,1.850505,1.52232,1.03,0.1495
2022,February,1.82,2.25,2.58,2.74,1.041431579,1.461973684,1.830715789,2.009789474,1.484775,1.21,0.325789474
2022,March,2.14,2.64,2.93,3.07,1.413343478,1.942191304,2.138669565,2.179491304,1.442573,1.49,0.443478261
2022,April,2.60,3.16,3.39,3.47,1.9454,2.55723,2.794075,2.798135,1.529317,1.81,0.763
2022,May,2.81,3.27,3.49,3.64,2.094666667,2.625461905,2.885119048,2.969833333,1.536358,2.22,0.983333333
2022,June,3.20,3.59,3.77,3.98,2.66882381,3.030242857,3.190657143,3.220928571,1.60826,2.68,1.494761905
2022,July,3.25,3.46,3.51,3.67,3.0197,3.07399,2.9603,2.968315,1.596686,3.03,2.2325
2022,August,3.46,3.50,3.47,3.57,3.20313913,3.259047826,3.041413043,2.927452174,1.6322,3.31,2.630869565
2022,September,3.90,3.96,3.98,4.07,3.863928571,3.907166667,3.70012381,3.559552381,1.762105,3.64,3.126666667
2022,October,4.17,4.34,4.36,4.41,4.424885,4.42573,4.17181,4.0375,1.724733,4.00,3.717
2022,November,4.51,4.48,4.32,4.29,4.680085,4.49428,4.05544,3.94066,1.603123,4.24,4.1515
2022,December,4.93,4.69,4.26,4.20,4.590847619,4.280942857,3.758014286,3.605538095,1.574911,4.53,4.252380952
2023,January,4.91,4.55,4.11,4.14,4.619185,4.20546,3.61072,3.515125,1.556171,4.81,4.5375
2023,February,4.93,4.65,4.25,4.31,4.905605263,4.518168421,3.898168421,3.733342105,1.621245,5.01,4.654736842
2023,March,5.04,4.73,4.38,4.35,4.694652174,4.3242,3.808913043,3.694017391,1.599264,5.15,4.69173913
2023,April,5.12,4.61,4.12,4.11,4.56079,4.04253,3.50946,3.48507,1.62681,5.49,4.9245
2023,May,5.32,4.77,4.17,4.23,4.760540909,4.150404545,3.562322727,3.608513636,1.665543,5.67,5.135454545
2023,June,5.40,5.03,4.43,4.48,5.1461,4.629814286,3.900519048,3.75382381,1.643475,5.68,5.158095238
2023,July,5.60,5.36,4.70,4.65,5.263957895,4.804489474,4.086968421,3.882652632,1.612356,5.67,5.254
